product_id,product_name,category,material_type,weight_kg,volume_m3,shelf_life_days,packaging_required
P02501,Juice Bottle,Food,Mushroom Mycelium,0.927,0.001,53,True
P02502,Juice Bottle,Food,Recycled Cardboard,1.041,0.0015,640,True
P02503,Juice Bottle,Food,Mushroom Mycelium,1.345,0.0007,588,True
P02504,Juice Bottle,Food,Bioplastic (PLA),0.724,0.0011,642,True
P02505,Juice Bottle,Food,Mushroom Mycelium,1.209,0.0014,690,True
P02506,Juice Bottle,Food,Bamboo Fiber,1.248,0.001,443,True
P02507,Juice Bottle,Food,Recycled Cardboard,1.169,0.0005,570,True
P02508,Juice Bottle,Food,Bagasse,0.968,0.0012,409,True
P02509,Juice Bottle,Food,Bioplastic (PLA),1.371,0.0006,344,True
P02510,Juice Bottle,Food,Bagasse,0.816,0.0014,529,True
P02511,Juice Bottle,Food,Recycled Cardboard,0.309,0.0012,323,True
P02512,Juice Bottle,Food,Bamboo Fiber,0.394,0.0014,283,True
P02513,Juice Bottle,Food,Bioplastic (PLA),1.052,0.0004,721,True
P02514,Juice Bottle,Food,Bioplastic (PLA),0.322,0.0006,694,True
P02515,Juice Bottle,Food,Bioplastic (PLA),0.815,0.0011,88,True
P02516,Juice Bottle,Food,Bioplastic (PLA),0.882,0.0007,143,True
P02517,Juice Bottle,Food,Bamboo Fiber,0.441,0.001,140,True
P02518,Juice Bottle,Food,Bioplastic (PLA),0.424,0.0011,239,True
P02519,Juice Bottle,Food,Bamboo Fiber,1.319,0.0006,228,True
P02520,Juice Bottle,Food,Recycled Cardboard,0.268,0.0004,373,True
P02521,Juice Bottle,Food,Bioplastic (PLA),1.126,0.0008,663,True
P02522,Juice Bottle,Food,Bamboo Fiber,0.592,0.001,336,True
P02523,Juice Bottle,Food,Recycled Cardboard,0.692,0.001,249,True
P02524,Juice Bottle,Food,Bagasse,0.965,0.0004,478,True
P02525,Juice Bottle,Food,Bagasse,1.452,0.0013,273,True
P02526,Juice Bottle,Food,Bagasse,0.351,0.0015,618,True
P02527,Juice Bottle,Food,Bagasse,0.685,0.0003,452,True
P02528,Juice Bottle,Food,Bagasse,1.116,0.001,33,True
P02529,Juice Bottle,Food,Bamboo Fiber,0.336,0.0008,231,True
P02530,Juice Bottle,Food,Recycled Cardboard,0.935,0.0005,123,True
P02531,Juice Bottle,Food,Recycled Cardboard,0.448,0.0005,58,True
P02532,Juice Bottle,Food,Bagasse,1.083,0.0004,449,True
P02533,Juice Bottle,Food,Bioplastic (PLA),0.614,0.0011,530,True
P02534,Juice Bottle,Food,Bamboo Fiber,0.386,0.0003,77,True
P02535,Juice Bottle,Food,Bioplastic (PLA),0.322,0.0007,209,True
P02536,Juice Bottle,Food,Bamboo Fiber,0.577,0.0011,519,True
P02537,Juice Bottle,Food,Bamboo Fiber,0.822,0.0008,353,True
P02538,Juice Bottle,Food,Bamboo Fiber,0.971,0.0003,367,True
P02539,Juice Bottle,Food,Recycled Cardboard,1.332,0.0013,423,True
P02540,Juice Bottle,Food,Bioplastic (PLA),1.299,0.0009,341,True
P02541,Juice Bottle,Food,Bagasse,0.305,0.0008,716,True
P02542,Juice Bottle,Food,Bagasse,1.303,0.0004,529,True
P02543,Juice Bottle,Food,Mushroom Mycelium,0.921,0.0014,227,True
P02544,Juice Bottle,Food,Bagasse,1.332,0.0008,554,True
P02545,Juice Bottle,Food,Bioplastic (PLA),0.984,0.0009,133,True
P02546,Juice Bottle,Food,Bagasse,1.05,0.0014,178,True
P02547,Juice Bottle,Food,Bioplastic (PLA),0.797,0.0004,57,True
P02548,Juice Bottle,Food,Bamboo Fiber,1.039,0.0015,184,True
P02549,Juice Bottle,Food,Recycled Cardboard,0.36,0.0013,305,True
P02550,Juice Bottle,Food,Bagasse,1.307,0.0007,516,True
P02551,Juice Bottle,Food,Bioplastic (PLA),1.12,0.0008,285,True
P02552,Juice Bottle,Food,Recycled Cardboard,0.82,0.0004,612,True
P02553,Juice Bottle,Food,Bamboo Fiber,0.495,0.001,253,True
P02554,Juice Bottle,Food,Bioplastic (PLA),1.223,0.001,242,True
P02555,Juice Bottle,Food,Bamboo Fiber,0.281,0.0013,333,True
P02556,Juice Bottle,Food,Recycled Cardboard,1.317,0.0007,112,True
P02557,Juice Bottle,Food,Bamboo Fiber,0.32,0.0003,89,True
P02558,Juice Bottle,Food,Bioplastic (PLA),1.233,0.0012,222,True
P02559,Juice Bottle,Food,Bamboo Fiber,0.773,0.0005,66,True
P02560,Juice Bottle,Food,Bagasse,1.011,0.001,582,True
P02561,Juice Bottle,Food,Bagasse,1.087,0.001,32,True
P02562,Juice Bottle,Food,Bioplastic (PLA),1.395,0.0014,155,True
P02563,Juice Bottle,Food,Bamboo Fiber,0.312,0.0004,660,True
P02564,Juice Bottle,Food,Bioplastic (PLA),0.894,0.0013,318,True
P02565,Juice Bottle,Food,Bioplastic (PLA),0.93,0.001,293,True
P02566,Juice Bottle,Food,Bioplastic (PLA),0.816,0.0009,254,True
P02567,Juice Bottle,Food,Bamboo Fiber,1.196,0.0013,428,True
P02568,Juice Bottle,Food,Bagasse,1.306,0.0004,490,True
P02569,Juice Bottle,Food,Bagasse,0.987,0.0005,372,True
P02570,Juice Bottle,Food,Mushroom Mycelium,1.282,0.0008,302,True
P02571,Juice Bottle,Food,Bamboo Fiber,1.088,0.0007,33,True
P02572,Juice Bottle,Food,Mushroom Mycelium,1.014,0.0003,490,True
P02573,Juice Bottle,Food,Bamboo Fiber,0.466,0.0008,126,True
P02574,Juice Bottle,Food,Mushroom Mycelium,0.487,0.0014,40,True
P02575,Juice Bottle,Food,Recycled Cardboard,0.838,0.0006,206,True
P02576,Juice Bottle,Food,Bioplastic (PLA),0.903,0.0006,41,True
P02577,Juice Bottle,Food,Mushroom Mycelium,1.293,0.0011,142,True
P02578,Juice Bottle,Food,Recycled Cardboard,1.408,0.001,392,True
P02579,Juice Bottle,Food,Bioplastic (PLA),1.178,0.0004,514,True
P02580,Juice Bottle,Food,Bamboo Fiber,1.071,0.0005,158,True
P02581,Juice Bottle,Food,Recycled Cardboard,1.011,0.0012,466,True
P02582,Juice Bottle,Food,Bamboo Fiber,0.424,0.001,571,True
P02583,Juice Bottle,Food,Mushroom Mycelium,1.498,0.001,410,True
P02584,Juice Bottle,Food,Bioplastic (PLA),1.421,0.0005,642,True
P02585,Juice Bottle,Food,Bioplastic (PLA),0.545,0.0008,672,True
P02586,Juice Bottle,Food,Bioplastic (PLA),0.711,0.0005,210,True
P02587,Juice Bottle,Food,Bagasse,1.242,0.0015,362,True
P02588,Juice Bottle,Food,Bagasse,1.449,0.0004,411,True
P02589,Juice Bottle,Food,Mushroom Mycelium,0.471,0.001,403,True
P02590,Juice Bottle,Food,Mushroom Mycelium,0.484,0.0003,626,True
P02591,Juice Bottle,Food,Mushroom Mycelium,0.818,0.0011,545,True
P02592,Juice Bottle,Food,Bioplastic (PLA),1.463,0.0011,144,True
P02593,Juice Bottle,Food,Mushroom Mycelium,0.731,0.0009,478,True
P02594,Juice Bottle,Food,Bagasse,1.319,0.0005,458,True
P02595,Juice Bottle,Food,Recycled Cardboard,1.136,0.0007,125,True
P02596,Juice Bottle,Food,Bioplastic (PLA),0.616,0.0008,76,True
P02597,Juice Bottle,Food,Bioplastic (PLA),1.097,0.0003,648,True
P02598,Juice Bottle,Food,Bioplastic (PLA),0.554,0.0007,273,True
P02599,Juice Bottle,Food,Bamboo Fiber,1.167,0.0014,247,True
P02600,Juice Bottle,Food,Bamboo Fiber,1.038,0.0007,275,True
P02601,Juice Bottle,Food,Bamboo Fiber,1.119,0.0011,407,True
P02602,Juice Bottle,Food,Mushroom Mycelium,0.568,0.0003,534,True
P02603,Juice Bottle,Food,Bioplastic (PLA),1.277,0.0003,727,True
P02604,Juice Bottle,Food,Bamboo Fiber,0.395,0.0014,419,True
P02605,Juice Bottle,Food,Bioplastic (PLA),0.894,0.0006,278,True
P02606,Juice Bottle,Food,Recycled Cardboard,1.109,0.0009,530,True
P02607,Juice Bottle,Food,Bagasse,0.726,0.0013,486,True
P02608,Juice Bottle,Food,Bioplastic (PLA),0.694,0.0008,465,True
P02609,Juice Bottle,Food,Recycled Cardboard,0.533,0.0008,586,True
P02610,Juice Bottle,Food,Bioplastic (PLA),1.232,0.0013,211,True
P02611,Juice Bottle,Food,Bamboo Fiber,0.821,0.0012,632,True
P02612,Juice Bottle,Food,Bamboo Fiber,0.323,0.0007,696,True
P02613,Juice Bottle,Food,Bioplastic (PLA),1.183,0.0012,523,True
P02614,Juice Bottle,Food,Bamboo Fiber,1.357,0.0013,677,True
P02615,Juice Bottle,Food,Bamboo Fiber,0.32,0.0006,482,True
P02616,Juice Bottle,Food,Mushroom Mycelium,0.64,0.0011,197,True
P02617,Juice Bottle,Food,Recycled Cardboard,0.784,0.0014,329,True
P02618,Juice Bottle,Food,Mushroom Mycelium,0.596,0.0012,189,True
P02619,Juice Bottle,Food,Bioplastic (PLA),1.012,0.0007,221,True
P02620,Juice Bottle,Food,Mushroom Mycelium,1.456,0.0013,638,True
P02621,Juice Bottle,Food,Bagasse,0.989,0.0006,412,True
P02622,Juice Bottle,Food,Bamboo Fiber,0.874,0.0004,682,True
P02623,Juice Bottle,Food,Bagasse,0.457,0.0011,368,True
P02624,Juice Bottle,Food,Bamboo Fiber,1.497,0.0006,298,True
P02625,Juice Bottle,Food,Bamboo Fiber,0.259,0.0009,478,True
P02626,Juice Bottle,Food,Bamboo Fiber,0.846,0.0007,560,True
P02627,Juice Bottle,Food,Bioplastic (PLA),1.181,0.0008,498,True
P02628,Juice Bottle,Food,Bamboo Fiber,0.549,0.0011,578,True
P02629,Juice Bottle,Food,Mushroom Mycelium,1.264,0.0009,457,True
P02630,Juice Bottle,Food,Mushroom Mycelium,1.189,0.0009,486,True
P02631,Juice Bottle,Food,Mushroom Mycelium,0.659,0.0008,652,True
P02632,Juice Bottle,Food,Mushroom Mycelium,0.737,0.001,510,True
P02633,Juice Bottle,Food,Recycled Cardboard,0.866,0.0004,281,True
P02634,Juice Bottle,Food,Bamboo Fiber,0.654,0.0008,546,True
P02635,Juice Bottle,Food,Recycled Cardboard,0.955,0.0004,554,True
P02636,Juice Bottle,Food,Bagasse,0.971,0.0009,575,True
P02637,Juice Bottle,Food,Bagasse,1.303,0.0008,618,True
P02638,Juice Bottle,Food,Bioplastic (PLA),0.557,0.0011,115,True
P02639,Juice Bottle,Food,Bagasse,1.166,0.0009,531,True
P02640,Juice Bottle,Food,Recycled Cardboard,0.735,0.0007,51,True
P02641,Juice Bottle,Food,Mushroom Mycelium,1.162,0.0008,231,True
P02642,Juice Bottle,Food,Bagasse,1.166,0.0004,720,True
P02643,Juice Bottle,Food,Bamboo Fiber,0.64,0.001,677,True
P02644,Juice Bottle,Food,Bagasse,0.351,0.0004,151,True
P02645,Juice Bottle,Food,Bamboo Fiber,0.981,0.0006,670,True
P02646,Juice Bottle,Food,Mushroom Mycelium,1.49,0.0008,307,True
P02647,Juice Bottle,Food,Bamboo Fiber,1.258,0.0006,714,True
P02648,Juice Bottle,Food,Bamboo Fiber,0.581,0.0014,599,True
P02649,Juice Bottle,Food,Bagasse,0.487,0.0008,167,True
P02650,Juice Bottle,Food,Bioplastic (PLA),0.823,0.0008,688,True
P02651,Juice Bottle,Food,Bioplastic (PLA),0.368,0.0007,196,True
P02652,Juice Bottle,Food,Recycled Cardboard,0.299,0.0009,57,True
P02653,Juice Bottle,Food,Mushroom Mycelium,1.051,0.001,180,True
P02654,Juice Bottle,Food,Bagasse,0.511,0.0008,38,True
P02655,Juice Bottle,Food,Bamboo Fiber,0.41,0.0007,162,True
P02656,Juice Bottle,Food,Bamboo Fiber,0.895,0.0006,117,True
P02657,Juice Bottle,Food,Bioplastic (PLA),0.493,0.0005,513,True
P02658,Juice Bottle,Food,Mushroom Mycelium,1.418,0.0003,546,True
P02659,Juice Bottle,Food,Bamboo Fiber,0.452,0.0013,38,True
P02660,Juice Bottle,Food,Bamboo Fiber,1.086,0.0008,190,True
P02661,Juice Bottle,Food,Bioplastic (PLA),1.239,0.0003,227,True
P02662,Juice Bottle,Food,Recycled Cardboard,0.42,0.0003,492,True
P02663,Juice Bottle,Food,Bagasse,0.258,0.0003,543,True
P02664,Juice Bottle,Food,Recycled Cardboard,0.398,0.0009,316,True
P02665,Juice Bottle,Food,Bamboo Fiber,0.428,0.0015,240,True
P02666,Juice Bottle,Food,Bioplastic (PLA),0.857,0.0005,289,True
P02667,Juice Bottle,Food,Recycled Cardboard,0.404,0.0013,446,True
P02668,Juice Bottle,Food,Bamboo Fiber,0.777,0.0011,56,True
P02669,Juice Bottle,Food,Bagasse,1.102,0.0005,273,True
P02670,Juice Bottle,Food,Bagasse,0.454,0.0008,563,True
P02671,Juice Bottle,Food,Mushroom Mycelium,0.789,0.0006,201,True
P02672,Juice Bottle,Food,Bagasse,0.781,0.0014,315,True
P02673,Juice Bottle,Food,Bagasse,0.778,0.0007,410,True
P02674,Juice Bottle,Food,Bagasse,0.482,0.0006,425,True
P02675,Juice Bottle,Food,Recycled Cardboard,0.684,0.0009,247,True
P02676,Juice Bottle,Food,Mushroom Mycelium,0.647,0.0004,115,True
P02677,Juice Bottle,Food,Bioplastic (PLA),1.149,0.0009,105,True
P02678,Juice Bottle,Food,Bagasse,0.723,0.0004,213,True
P02679,Juice Bottle,Food,Mushroom Mycelium,1.436,0.0014,514,True
P02680,Juice Bottle,Food,Bamboo Fiber,1.5,0.0005,190,True
P02681,Juice Bottle,Food,Mushroom Mycelium,1.172,0.0004,418,True
P02682,Juice Bottle,Food,Recycled Cardboard,0.377,0.0014,44,True
P02683,Juice Bottle,Food,Mushroom Mycelium,0.374,0.0006,646,True
P02684,Juice Bottle,Food,Mushroom Mycelium,0.776,0.0003,557,True
P02685,Juice Bottle,Food,Bamboo Fiber,0.972,0.0006,170,True
P02686,Juice Bottle,Food,Bioplastic (PLA),0.304,0.0009,286,True
P02687,Juice Bottle,Food,Bagasse,0.673,0.0005,620,True
P02688,Juice Bottle,Food,Bioplastic (PLA),0.597,0.0006,166,True
P02689,Juice Bottle,Food,Mushroom Mycelium,1.309,0.0006,186,True
P02690,Juice Bottle,Food,Recycled Cardboard,0.467,0.0008,266,True
P02691,Juice Bottle,Food,Bamboo Fiber,0.322,0.0003,182,True
P02692,Juice Bottle,Food,Recycled Cardboard,1.385,0.0008,293,True
P02693,Juice Bottle,Food,Mushroom Mycelium,1.155,0.0014,423,True
P02694,Juice Bottle,Food,Mushroom Mycelium,1.473,0.0014,141,True
P02695,Juice Bottle,Food,Bioplastic (PLA),0.7,0.0013,237,True
P02696,Juice Bottle,Food,Bioplastic (PLA),0.96,0.0012,689,True
P02697,Juice Bottle,Food,Bamboo Fiber,0.588,0.0015,508,True
P02698,Juice Bottle,Food,Bagasse,1.249,0.0003,542,True
P02699,Juice Bottle,Food,Bagasse,0.771,0.0005,697,True
P02700,Juice Bottle,Food,Bagasse,1.252,0.0006,235,True
P02701,Juice Bottle,Food,Bamboo Fiber,0.76,0.0011,184,True
P02702,Juice Bottle,Food,Recycled Cardboard,1.173,0.0008,320,True
P02703,Juice Bottle,Food,Bamboo Fiber,1.299,0.0012,176,True
P02704,Juice Bottle,Food,Mushroom Mycelium,1.387,0.0004,289,True
P02705,Juice Bottle,Food,Bagasse,0.777,0.0011,704,True
P02706,Juice Bottle,Food,Bamboo Fiber,1.466,0.0014,333,True
P02707,Juice Bottle,Food,Bioplastic (PLA),0.4,0.0006,122,True
P02708,Juice Bottle,Food,Mushroom Mycelium,0.971,0.0005,690,True
P02709,Juice Bottle,Food,Bamboo Fiber,1.256,0.0015,246,True
P02710,Juice Bottle,Food,Bioplastic (PLA),0.672,0.0009,219,True
P02711,Juice Bottle,Food,Bamboo Fiber,1.447,0.001,446,True
P02712,Juice Bottle,Food,Recycled Cardboard,1.211,0.0006,43,True
P02713,Juice Bottle,Food,Mushroom Mycelium,0.958,0.0005,53,True
P02714,Juice Bottle,Food,Bioplastic (PLA),1.355,0.0004,707,True
P02715,Juice Bottle,Food,Bioplastic (PLA),1.078,0.0011,340,True
P02716,Juice Bottle,Food,Bioplastic (PLA),0.511,0.0013,82,True
P02717,Juice Bottle,Food,Bamboo Fiber,0.905,0.001,402,True
P02718,Juice Bottle,Food,Recycled Cardboard,1.162,0.001,640,True
P02719,Juice Bottle,Food,Bamboo Fiber,0.683,0.0008,47,True
P02720,Juice Bottle,Food,Bamboo Fiber,0.62,0.0015,412,True
P02721,Juice Bottle,Food,Mushroom Mycelium,0.96,0.0003,656,True
P02722,Juice Bottle,Food,Bagasse,1.482,0.0013,606,True
P02723,Juice Bottle,Food,Bagasse,0.841,0.0008,131,True
P02724,Juice Bottle,Food,Recycled Cardboard,0.394,0.001,687,True
P02725,Juice Bottle,Food,Bamboo Fiber,0.384,0.001,74,True
P02726,Juice Bottle,Food,Mushroom Mycelium,1.218,0.0012,705,True
P02727,Juice Bottle,Food,Bioplastic (PLA),0.25,0.0014,148,True
P02728,Juice Bottle,Food,Bioplastic (PLA),1.209,0.0003,522,True
P02729,Juice Bottle,Food,Mushroom Mycelium,1.463,0.0013,285,True
P02730,Juice Bottle,Food,Bamboo Fiber,0.429,0.0009,272,True
P02731,Juice Bottle,Food,Bioplastic (PLA),1.391,0.0004,449,True
P02732,Juice Bottle,Food,Recycled Cardboard,1.381,0.0005,455,True
P02733,Juice Bottle,Food,Recycled Cardboard,0.516,0.0003,421,True
P02734,Juice Bottle,Food,Bamboo Fiber,0.768,0.0008,165,True
P02735,Juice Bottle,Food,Bagasse,0.769,0.0011,227,True
P02736,Juice Bottle,Food,Mushroom Mycelium,0.967,0.0015,585,True
P02737,Juice Bottle,Food,Bagasse,0.517,0.0006,162,True
P02738,Juice Bottle,Food,Bagasse,0.965,0.001,705,True
P02739,Juice Bottle,Food,Bagasse,0.596,0.0007,381,True
P02740,Juice Bottle,Food,Recycled Cardboard,1.194,0.0015,276,True
P02741,Juice Bottle,Food,Bioplastic (PLA),0.687,0.0014,579,True
P02742,Juice Bottle,Food,Bagasse,0.919,0.0014,517,True
P02743,Juice Bottle,Food,Bagasse,0.666,0.0013,343,True
P02744,Juice Bottle,Food,Bamboo Fiber,0.299,0.0006,289,True
P02745,Juice Bottle,Food,Bagasse,0.703,0.0012,104,True
P02746,Juice Bottle,Food,Recycled Cardboard,0.409,0.0014,607,True
P02747,Juice Bottle,Food,Bamboo Fiber,0.421,0.0006,198,True
P02748,Juice Bottle,Food,Mushroom Mycelium,1.45,0.0006,415,True
P02749,Juice Bottle,Food,Mushroom Mycelium,1.399,0.0012,503,True
P02750,Juice Bottle,Food,Bamboo Fiber,1.011,0.0014,182,True
P02751,Juice Bottle,Food,Recycled Cardboard,1.23,0.0013,97,True
P02752,Juice Bottle,Food,Bioplastic (PLA),1.455,0.0006,174,True
P02753,Juice Bottle,Food,Mushroom Mycelium,0.446,0.0011,412,True
P02754,Juice Bottle,Food,Bamboo Fiber,1.234,0.0003,407,True
P02755,Juice Bottle,Food,Bagasse,0.957,0.0003,613,True
P02756,Juice Bottle,Food,Bioplastic (PLA),1.258,0.0013,88,True
P02757,Juice Bottle,Food,Recycled Cardboard,1.295,0.0006,255,True
P02758,Juice Bottle,Food,Mushroom Mycelium,1.101,0.0014,43,True
P02759,Juice Bottle,Food,Bamboo Fiber,0.779,0.0013,100,True
P02760,Juice Bottle,Food,Bioplastic (PLA),0.505,0.0013,587,True
P02761,Juice Bottle,Food,Mushroom Mycelium,1.277,0.0003,329,True
P02762,Juice Bottle,Food,Bioplastic (PLA),0.818,0.0009,631,True
P02763,Juice Bottle,Food,Bioplastic (PLA),0.927,0.0006,528,True
P02764,Juice Bottle,Food,Recycled Cardboard,1.23,0.0003,58,True
P02765,Juice Bottle,Food,Bamboo Fiber,0.309,0.0003,100,True
P02766,Juice Bottle,Food,Bagasse,0.989,0.0014,410,True
P02767,Juice Bottle,Food,Mushroom Mycelium,1.178,0.0008,503,True
P02768,Juice Bottle,Food,Bagasse,0.769,0.0004,243,True
P02769,Juice Bottle,Food,Recycled Cardboard,0.839,0.0005,641,True
P02770,Juice Bottle,Food,Bamboo Fiber,0.298,0.0008,484,True
P02771,Juice Bottle,Food,Bamboo Fiber,0.76,0.0008,697,True
P02772,Juice Bottle,Food,Bagasse,0.858,0.0011,536,True
P02773,Juice Bottle,Food,Mushroom Mycelium,0.4,0.0007,158,True
P02774,Juice Bottle,Food,Bagasse,0.253,0.0014,480,True
P02775,Juice Bottle,Food,Bioplastic (PLA),0.344,0.0003,564,True
P02776,Juice Bottle,Food,Recycled Cardboard,0.503,0.0009,452,True
P02777,Juice Bottle,Food,Bagasse,0.641,0.0006,713,True
P02778,Juice Bottle,Food,Mushroom Mycelium,1.219,0.0013,672,True
P02779,Juice Bottle,Food,Bagasse,1.43,0.0004,292,True
P02780,Juice Bottle,Food,Bagasse,0.532,0.0013,665,True
P02781,Juice Bottle,Food,Mushroom Mycelium,0.956,0.0005,124,True
P02782,Juice Bottle,Food,Bagasse,1.3,0.0005,245,True
P02783,Juice Bottle,Food,Bioplastic (PLA),0.622,0.001,295,True
P02784,Juice Bottle,Food,Bagasse,0.543,0.0011,49,True
P02785,Juice Bottle,Food,Bamboo Fiber,0.66,0.0014,545,True
P02786,Juice Bottle,Food,Recycled Cardboard,1.206,0.0007,198,True
P02787,Juice Bottle,Food,Bamboo Fiber,1.064,0.0008,370,True
P02788,Juice Bottle,Food,Bioplastic (PLA),1.491,0.0007,331,True
P02789,Juice Bottle,Food,Bagasse,0.341,0.0008,576,True
P02790,Juice Bottle,Food,Mushroom Mycelium,1.475,0.0008,44,True
P02791,Juice Bottle,Food,Bamboo Fiber,1.233,0.0004,646,True
P02792,Juice Bottle,Food,Bioplastic (PLA),1.079,0.0005,679,True
P02793,Juice Bottle,Food,Mushroom Mycelium,1.1,0.0014,339,True
P02794,Juice Bottle,Food,Bagasse,0.787,0.0012,241,True
P02795,Juice Bottle,Food,Mushroom Mycelium,1.084,0.0015,380,True
P02796,Juice Bottle,Food,Recycled Cardboard,0.429,0.0015,726,True
P02797,Juice Bottle,Food,Bioplastic (PLA),1.471,0.001,51,True
P02798,Juice Bottle,Food,Bagasse,0.969,0.0014,420,True
P02799,Juice Bottle,Food,Bioplastic (PLA),0.587,0.0006,71,True
P02800,Juice Bottle,Food,Bioplastic (PLA),0.4,0.0004,692,True
P02801,Juice Bottle,Food,Mushroom Mycelium,0.957,0.0008,565,True
P02802,Juice Bottle,Food,Mushroom Mycelium,0.485,0.001,512,True
P02803,Juice Bottle,Food,Bioplastic (PLA),1.328,0.0004,722,True
P02804,Juice Bottle,Food,Mushroom Mycelium,1.038,0.0005,691,True
P02805,Juice Bottle,Food,Mushroom Mycelium,0.37,0.0009,280,True
P02806,Juice Bottle,Food,Bagasse,0.816,0.0012,255,True
P02807,Juice Bottle,Food,Mushroom Mycelium,0.735,0.0004,342,True
P02808,Juice Bottle,Food,Mushroom Mycelium,1.261,0.0005,66,True
P02809,Juice Bottle,Food,Recycled Cardboard,0.653,0.0005,209,True
P02810,Juice Bottle,Food,Bagasse,1.379,0.0011,73,True
P02811,Juice Bottle,Food,Recycled Cardboard,1.278,0.0012,621,True
P02812,Juice Bottle,Food,Bioplastic (PLA),0.907,0.0012,577,True
P02813,Juice Bottle,Food,Bagasse,0.878,0.0013,215,True
P02814,Juice Bottle,Food,Bamboo Fiber,1.471,0.0007,327,True
P02815,Juice Bottle,Food,Recycled Cardboard,1.19,0.0008,418,True
P02816,Juice Bottle,Food,Bagasse,1.472,0.0006,151,True
P02817,Juice Bottle,Food,Recycled Cardboard,0.749,0.0014,133,True
P02818,Juice Bottle,Food,Bamboo Fiber,0.295,0.0006,83,True
P02819,Juice Bottle,Food,Bamboo Fiber,1.227,0.0015,198,True
P02820,Juice Bottle,Food,Mushroom Mycelium,1.275,0.0005,104,True
P02821,Juice Bottle,Food,Bamboo Fiber,0.721,0.0009,179,True
P02822,Juice Bottle,Food,Mushroom Mycelium,0.803,0.0004,228,True
P02823,Juice Bottle,Food,Bioplastic (PLA),1.091,0.0007,509,True
P02824,Juice Bottle,Food,Recycled Cardboard,1.186,0.001,590,True
P02825,Juice Bottle,Food,Bioplastic (PLA),1.446,0.0014,155,True
P02826,Juice Bottle,Food,Bagasse,0.33,0.0014,55,True
P02827,Juice Bottle,Food,Recycled Cardboard,1.454,0.001,359,True
P02828,Juice Bottle,Food,Bamboo Fiber,1.079,0.0014,385,True
P02829,Juice Bottle,Food,Bamboo Fiber,1.209,0.0014,385,True
P02830,Juice Bottle,Food,Bagasse,1.038,0.0011,397,True
P02831,Juice Bottle,Food,Bagasse,0.37,0.0014,410,True
P02832,Juice Bottle,Food,Bioplastic (PLA),1.102,0.0013,488,True
P02833,Juice Bottle,Food,Recycled Cardboard,0.381,0.0011,125,True
P02834,Juice Bottle,Food,Bamboo Fiber,0.672,0.0007,661,True
P02835,Juice Bottle,Food,Bamboo Fiber,0.824,0.0007,197,True
P02836,Juice Bottle,Food,Bioplastic (PLA),1.331,0.0013,286,True
P02837,Juice Bottle,Food,Recycled Cardboard,1.302,0.0006,413,True
P02838,Juice Bottle,Food,Mushroom Mycelium,0.705,0.0012,646,True
P02839,Juice Bottle,Food,Bioplastic (PLA),0.973,0.0014,526,True
P02840,Juice Bottle,Food,Recycled Cardboard,0.971,0.0014,680,True
P02841,Juice Bottle,Food,Bioplastic (PLA),0.785,0.001,459,True
P02842,Juice Bottle,Food,Bamboo Fiber,0.767,0.001,424,True
P02843,Juice Bottle,Food,Bamboo Fiber,0.904,0.0011,488,True
P02844,Juice Bottle,Food,Recycled Cardboard,0.449,0.0006,485,True
P02845,Juice Bottle,Food,Bamboo Fiber,0.561,0.0003,176,True
P02846,Juice Bottle,Food,Recycled Cardboard,1.483,0.0005,597,True
P02847,Juice Bottle,Food,Bioplastic (PLA),1.115,0.0011,261,True
P02848,Juice Bottle,Food,Bamboo Fiber,1.324,0.0014,296,True
P02849,Juice Bottle,Food,Recycled Cardboard,0.408,0.0006,558,True
P02850,Juice Bottle,Food,Bagasse,1.315,0.0013,63,True
P02851,Juice Bottle,Food,Bamboo Fiber,0.95,0.0008,146,True
P02852,Juice Bottle,Food,Bagasse,1.157,0.001,259,True
P02853,Juice Bottle,Food,Bamboo Fiber,0.711,0.0009,251,True
P02854,Juice Bottle,Food,Mushroom Mycelium,0.659,0.0003,590,True
P02855,Juice Bottle,Food,Bioplastic (PLA),1.373,0.0012,679,True
P02856,Juice Bottle,Food,Recycled Cardboard,0.286,0.0009,264,True
P02857,Juice Bottle,Food,Bamboo Fiber,0.573,0.001,91,True
P02858,Juice Bottle,Food,Recycled Cardboard,1.066,0.001,639,True
P02859,Juice Bottle,Food,Mushroom Mycelium,1.134,0.0003,547,True
