material_id,material_type,tensile_strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,moisture_barrier_grade,cost_per_unit,heat_resistance_c,flexibility_score
M01714,Mushroom Mycelium,26.01,7.28,97.76,0.46,100.0,5,9.6,70,5
M01715,Mushroom Mycelium,28.99,5.38,98.52,0.5,98.04,4,10.75,91,4
M01716,Mushroom Mycelium,24.43,7.16,98.09,0.43,96.5,5,10.29,87,7
M01717,Mushroom Mycelium,13.7,8.1,97.77,0.27,97.14,4,9.27,92,4
M01718,Mushroom Mycelium,14.49,9.19,100.0,0.35,98.82,3,8.95,88,4
M01719,Mushroom Mycelium,20.27,6.89,97.02,0.32,95.35,3,9.93,96,5
M01720,Mushroom Mycelium,17.61,6.66,98.09,0.27,98.16,4,10.06,100,6
M01721,Mushroom Mycelium,19.03,7.91,100.0,0.33,95.28,5,10.35,99,7
M01722,Mushroom Mycelium,20.64,7.35,98.23,0.38,98.69,4,9.51,83,5
M01723,Mushroom Mycelium,16.42,7.87,99.58,0.34,97.2,5,9.54,88,6
M01724,Mushroom Mycelium,18.59,7.39,97.26,0.26,97.89,4,8.86,74,5
M01725,Mushroom Mycelium,18.71,8.26,99.4,0.28,97.3,4,8.92,75,6
M01726,Mushroom Mycelium,25.3,7.28,97.58,0.4,98.55,3,10.08,89,6
M01727,Mushroom Mycelium,10.73,8.67,98.74,0.24,99.41,3,8.37,84,7
M01728,Mushroom Mycelium,23.98,6.78,96.67,0.46,99.54,4,10.55,97,4
M01729,Mushroom Mycelium,19.44,6.73,97.67,0.38,97.86,3,9.29,85,6
M01730,Mushroom Mycelium,20.08,8.89,98.61,0.35,96.85,5,9.91,88,5
M01731,Mushroom Mycelium,19.32,7.56,97.32,0.35,97.62,4,10.08,97,4
M01732,Mushroom Mycelium,21.88,8.23,95.93,0.33,98.25,3,9.54,85,6
M01733,Mushroom Mycelium,22.6,9.72,98.53,0.33,96.72,2,10.16,100,4
M01734,Mushroom Mycelium,16.59,7.24,100.0,0.36,95.65,4,9.61,93,6
M01735,Mushroom Mycelium,23.51,5.78,96.1,0.42,99.02,3,9.75,86,7
M01736,Mushroom Mycelium,17.6,9.5,99.52,0.29,99.89,2,8.86,84,6
M01737,Mushroom Mycelium,20.51,7.88,98.0,0.41,98.86,3,10.25,102,4
M01738,Mushroom Mycelium,13.28,8.33,97.92,0.32,97.1,2,8.63,88,4
M01739,Mushroom Mycelium,22.88,5.56,97.34,0.48,96.9,3,10.59,104,7
M01740,Mushroom Mycelium,20.77,7.01,100.0,0.29,98.19,5,10.18,92,4
M01741,Mushroom Mycelium,18.65,7.93,99.1,0.36,99.4,5,9.07,74,7
M01742,Mushroom Mycelium,18.74,6.64,98.52,0.27,100.0,5,9.32,79,6
M01743,Mushroom Mycelium,16.5,7.8,95.98,0.31,95.43,5,9.35,84,4
M01744,Mushroom Mycelium,17.89,6.09,98.12,0.31,100.0,2,9.04,87,7
M01745,Mushroom Mycelium,28.69,7.8,97.55,0.39,97.14,4,10.37,84,5
M01746,Mushroom Mycelium,21.67,8.59,97.38,0.34,95.21,5,9.97,86,6
M01747,Mushroom Mycelium,22.6,5.0,100.0,0.4,97.81,4,9.91,87,6
M01748,Mushroom Mycelium,28.96,5.59,99.33,0.46,100.0,2,10.55,95,6
M01749,Mushroom Mycelium,18.68,7.17,98.87,0.27,98.66,3,9.17,84,5
M01750,Mushroom Mycelium,19.44,6.54,97.35,0.33,97.55,4,10.09,97,5
M01751,Mushroom Mycelium,24.51,6.73,95.53,0.42,96.05,3,9.35,76,7
M01752,Mushroom Mycelium,23.58,7.47,99.39,0.32,96.02,4,10.66,100,4
M01753,Mushroom Mycelium,22.56,9.18,97.95,0.43,97.24,3,9.21,77,6
M01754,Mushroom Mycelium,16.96,7.21,97.97,0.29,99.4,4,9.05,81,6
M01755,Mushroom Mycelium,15.29,7.91,97.0,0.32,98.4,4,9.23,88,6
M01756,Mushroom Mycelium,15.9,7.06,97.71,0.41,98.22,4,8.79,78,7
M01757,Mushroom Mycelium,15.82,5.69,98.15,0.23,96.79,3,8.73,81,6
M01758,Mushroom Mycelium,24.5,10.0,97.82,0.4,98.85,3,9.45,78,6
M01759,Mushroom Mycelium,18.97,7.92,100.0,0.35,96.63,2,8.55,75,7
M01760,Mushroom Mycelium,16.99,7.73,97.73,0.31,97.43,4,9.5,90,6
M01761,Mushroom Mycelium,21.56,5.47,98.46,0.29,99.35,2,8.56,70,6
M01762,Mushroom Mycelium,24.81,7.74,96.02,0.45,97.87,4,9.88,82,7
M01763,Mushroom Mycelium,20.62,5.2,97.94,0.43,100.0,3,9.51,87,4
M01764,Mushroom Mycelium,13.23,7.96,97.79,0.22,100.0,3,8.12,74,6
M01765,Mushroom Mycelium,23.76,7.91,97.59,0.45,99.73,4,10.08,88,5
M01766,Mushroom Mycelium,17.23,7.11,95.0,0.32,98.08,4,10.02,100,6
M01767,Mushroom Mycelium,18.91,8.29,97.14,0.36,97.76,3,9.69,94,4
M01768,Mushroom Mycelium,22.95,7.37,97.43,0.31,95.0,3,10.1,94,6
M01769,Mushroom Mycelium,18.21,9.88,98.9,0.42,96.47,4,9.97,97,5
M01770,Mushroom Mycelium,13.81,7.75,97.34,0.34,97.59,3,9.28,96,6
M01771,Mushroom Mycelium,20.12,6.73,97.85,0.43,97.25,2,9.91,100,6
M01772,Mushroom Mycelium,22.07,8.01,99.0,0.45,99.26,4,9.16,73,6
M01773,Mushroom Mycelium,19.66,8.17,100.0,0.33,97.22,3,9.72,93,8
M01774,Mushroom Mycelium,18.11,8.7,100.0,0.3,97.53,3,10.11,104,6
M01775,Mushroom Mycelium,19.54,8.78,99.11,0.34,97.92,2,9.15,86,5
M01776,Mushroom Mycelium,13.96,6.67,99.27,0.21,98.2,3,9.4,98,5
M01777,Mushroom Mycelium,19.0,8.34,97.19,0.39,98.39,3,9.7,94,5
M01778,Mushroom Mycelium,22.5,7.95,98.53,0.33,96.19,3,9.75,88,6
M01779,Mushroom Mycelium,24.17,6.16,99.13,0.41,98.2,3,10.02,90,5
M01780,Mushroom Mycelium,18.27,6.84,96.9,0.29,95.78,3,9.98,101,6
M01781,Mushroom Mycelium,23.21,6.92,97.73,0.42,97.18,4,9.97,87,5
M01782,Mushroom Mycelium,17.68,5.0,96.8,0.36,96.84,4,9.42,87,5
M01783,Mushroom Mycelium,14.5,6.64,95.61,0.27,96.67,3,9.9,107,4
M01784,Mushroom Mycelium,15.82,6.14,98.11,0.32,99.08,2,9.13,93,6
M01785,Mushroom Mycelium,19.65,5.2,96.34,0.28,97.98,3,8.62,71,7
M01786,Mushroom Mycelium,27.8,9.18,98.23,0.32,96.62,6,10.53,81,5
M01787,Mushroom Mycelium,22.71,7.61,97.59,0.36,96.41,5,10.12,87,5
M01788,Mushroom Mycelium,23.82,6.16,98.85,0.47,96.69,3,9.98,90,5
M01789,Mushroom Mycelium,19.58,8.21,99.53,0.44,97.63,4,9.56,86,5
M01790,Mushroom Mycelium,20.27,8.76,98.42,0.3,97.87,3,8.93,76,5
M01791,Mushroom Mycelium,22.43,8.87,100.0,0.35,97.65,5,10.24,90,5
M01792,Mushroom Mycelium,22.37,6.66,95.0,0.44,97.02,2,10.14,100,6
M01793,Mushroom Mycelium,23.47,5.0,96.81,0.31,100.0,3,9.9,89,5
M01794,Mushroom Mycelium,15.66,8.71,99.4,0.25,98.0,4,9.22,87,6
M01795,Mushroom Mycelium,22.93,6.73,95.28,0.35,98.31,3,9.39,80,6
M01796,Mushroom Mycelium,22.86,7.95,99.05,0.38,100.0,4,9.69,82,5
M01797,Mushroom Mycelium,21.94,7.82,96.26,0.3,99.46,4,10.64,103,6
M01798,Mushroom Mycelium,16.61,8.83,97.83,0.31,95.0,4,9.56,92,6
M01799,Mushroom Mycelium,20.9,6.68,96.28,0.38,98.6,3,9.49,86,5
M01800,Mushroom Mycelium,22.51,9.06,95.33,0.33,97.46,4,10.15,92,7
M01801,Mushroom Mycelium,24.3,7.86,96.22,0.34,99.58,3,9.98,89,5
M01802,Mushroom Mycelium,24.55,9.55,95.06,0.42,99.37,3,10.86,106,5
M01803,Mushroom Mycelium,23.75,7.96,98.32,0.43,97.18,3,10.33,97,4
M01804,Mushroom Mycelium,16.0,7.38,98.37,0.29,97.67,3,9.6,98,6
M01805,Mushroom Mycelium,23.8,5.88,96.86,0.37,97.65,3,10.03,91,4
M01806,Mushroom Mycelium,21.5,5.87,98.38,0.39,98.38,5,10.2,91,5
M01807,Mushroom Mycelium,20.59,6.83,99.31,0.39,96.98,2,10.16,104,5
M01808,Mushroom Mycelium,18.83,6.75,98.63,0.38,96.38,3,10.18,104,6
M01809,Mushroom Mycelium,24.04,8.67,95.71,0.46,98.93,2,9.6,86,5
M01810,Mushroom Mycelium,19.08,7.17,99.06,0.43,98.15,3,9.16,83,8
M01811,Mushroom Mycelium,24.44,7.02,99.3,0.44,99.03,3,9.54,80,7
M01812,Mushroom Mycelium,16.87,6.53,98.62,0.28,99.4,4,9.34,87,4
M01813,Mushroom Mycelium,25.17,7.33,98.68,0.34,98.28,2,9.52,82,5
M01814,Mushroom Mycelium,24.33,7.64,97.37,0.36,99.56,4,10.48,95,5
M01815,Mushroom Mycelium,28.2,8.23,98.16,0.44,97.49,5,11.32,100,7
M01816,Mushroom Mycelium,18.86,6.63,96.87,0.33,97.15,2,9.44,93,5
M01817,Mushroom Mycelium,15.0,7.91,98.22,0.31,98.76,4,8.95,83,4
M01818,Mushroom Mycelium,22.8,9.16,98.23,0.4,98.43,4,9.58,80,6
M01819,Mushroom Mycelium,13.01,8.65,98.94,0.26,98.62,5,8.6,76,6
M01820,Mushroom Mycelium,19.99,5.6,97.17,0.33,96.45,4,10.4,102,6
M01821,Mushroom Mycelium,22.9,7.64,96.94,0.4,98.07,4,9.94,87,6
M01822,Mushroom Mycelium,15.24,8.72,95.0,0.28,97.27,4,9.87,101,6
M01823,Mushroom Mycelium,22.46,7.96,96.11,0.36,98.3,4,9.7,83,7
M01824,Mushroom Mycelium,25.7,7.56,99.04,0.42,97.24,6,10.77,90,7
M01825,Mushroom Mycelium,19.17,6.1,97.5,0.38,97.16,3,8.52,70,4
M01826,Mushroom Mycelium,10.97,8.25,97.18,0.25,97.31,4,9.5,102,6
M01827,Mushroom Mycelium,14.11,7.02,98.79,0.3,99.87,3,9.26,95,5
M01828,Mushroom Mycelium,20.43,9.22,96.26,0.36,97.25,4,10.49,103,6
M01829,Mushroom Mycelium,17.81,8.8,97.81,0.27,99.53,4,9.98,98,6
M01830,Mushroom Mycelium,17.23,8.52,96.86,0.36,98.73,3,10.12,106,5
M01831,Mushroom Mycelium,19.2,9.35,97.42,0.33,97.6,3,10.22,104,6
M01832,Mushroom Mycelium,18.18,7.19,98.34,0.39,98.16,3,9.27,87,7
M01833,Mushroom Mycelium,25.03,5.22,95.81,0.41,99.04,5,11.1,102,5
M01834,Mushroom Mycelium,20.5,7.74,99.7,0.35,97.59,3,9.75,92,5
M01835,Mushroom Mycelium,23.17,6.97,98.23,0.42,97.51,4,10.17,91,6
M01836,Mushroom Mycelium,17.36,7.12,97.37,0.42,95.15,6,10.14,94,6
M01837,Mushroom Mycelium,27.75,6.28,97.96,0.36,98.42,4,10.38,86,4
M01838,Mushroom Mycelium,26.69,8.76,99.39,0.41,97.06,3,10.57,96,7
M01839,Mushroom Mycelium,18.83,8.41,100.0,0.36,99.67,2,9.18,88,6
M01840,Mushroom Mycelium,16.56,8.67,98.07,0.37,98.36,4,9.11,83,5
M01841,Mushroom Mycelium,24.19,6.61,99.22,0.36,98.74,5,10.47,91,5
M01842,Mushroom Mycelium,25.37,6.98,97.58,0.37,98.74,3,10.44,96,5
M01843,Mushroom Mycelium,24.87,8.09,98.56,0.39,96.68,3,10.54,99,7
M01844,Mushroom Mycelium,21.49,6.34,97.79,0.3,98.9,3,9.0,75,5
M01845,Mushroom Mycelium,14.51,8.5,98.8,0.3,96.74,3,8.85,86,4
M01846,Mushroom Mycelium,25.07,8.94,97.88,0.38,98.75,2,9.66,85,8
M01847,Mushroom Mycelium,17.81,5.91,96.06,0.28,98.62,3,8.73,77,4
M01848,Mushroom Mycelium,18.41,6.6,97.65,0.36,97.69,3,8.79,77,6
M01849,Mushroom Mycelium,26.24,8.9,97.42,0.39,97.64,4,11.27,107,4
M01850,Mushroom Mycelium,17.28,7.92,99.39,0.36,99.08,4,9.63,92,7
M01851,Mushroom Mycelium,18.45,6.13,99.23,0.43,96.98,3,9.14,84,8
M01852,Mushroom Mycelium,21.49,10.0,95.79,0.38,100.0,4,9.6,83,4
M01853,Mushroom Mycelium,19.45,5.28,99.78,0.27,96.32,4,9.95,94,6
M01854,Mushroom Mycelium,20.25,7.59,96.37,0.32,97.82,4,9.88,91,6
M01855,Mushroom Mycelium,17.74,6.18,98.43,0.34,97.46,2,8.82,83,6
M01856,Mushroom Mycelium,20.12,5.06,98.76,0.31,99.65,5,10.26,95,6
M01857,Mushroom Mycelium,25.3,7.06,96.7,0.49,100.0,2,10.23,96,5
M01858,Mushroom Mycelium,20.17,8.18,98.6,0.31,98.33,5,9.72,84,7
M01859,Mushroom Mycelium,25.06,7.07,100.0,0.4,96.59,3,10.16,91,5
M01860,Mushroom Mycelium,13.29,6.05,97.71,0.31,96.21,2,9.53,106,4
M01861,Mushroom Mycelium,16.15,7.08,98.16,0.31,98.84,4,10.07,103,6
M01862,Mushroom Mycelium,21.04,8.84,98.34,0.33,97.38,3,10.4,104,6
M01863,Mushroom Mycelium,18.87,7.77,99.91,0.38,97.51,4,9.74,91,6
M01864,Mushroom Mycelium,22.8,6.21,95.0,0.43,98.05,6,10.13,83,6
M01865,Mushroom Mycelium,14.78,8.94,100.0,0.32,96.95,4,9.43,93,5
M01866,Mushroom Mycelium,17.5,7.12,99.28,0.27,95.0,4,10.1,101,5
M01867,Mushroom Mycelium,21.08,8.34,99.6,0.3,96.71,4,9.66,85,7
M01868,Mushroom Mycelium,14.75,7.06,98.38,0.39,99.77,4,9.53,95,5
M01869,Mushroom Mycelium,16.66,7.14,99.79,0.27,97.78,4,8.82,77,7
M01870,Mushroom Mycelium,23.77,5.8,97.1,0.4,97.87,5,10.13,85,4
M01871,Mushroom Mycelium,15.59,5.56,97.05,0.31,98.62,5,9.81,95,6
M01872,Mushroom Mycelium,22.67,7.82,95.52,0.43,97.57,3,8.97,72,5
M01873,Mushroom Mycelium,24.08,9.08,97.21,0.4,96.82,4,10.81,102,6
M01874,Mushroom Mycelium,14.37,7.16,95.0,0.24,98.78,4,9.49,95,5
M01875,Mushroom Mycelium,19.4,7.92,97.49,0.32,97.41,2,9.49,93,6
M01876,Mushroom Mycelium,12.28,7.48,95.84,0.39,96.81,4,10.08,111,5
M01877,Mushroom Mycelium,14.53,8.72,100.0,0.23,96.7,5,8.45,70,5
M01878,Mushroom Mycelium,23.44,6.13,97.83,0.32,97.48,4,9.99,87,5
M01879,Mushroom Mycelium,21.02,7.05,97.0,0.31,95.83,3,9.8,92,5
M01880,Mushroom Mycelium,25.63,7.42,99.54,0.43,99.14,4,9.96,82,7
M01881,Mushroom Mycelium,24.01,9.23,99.69,0.42,99.12,4,10.2,90,5
M01882,Mushroom Mycelium,27.9,8.2,100.0,0.39,98.27,2,9.89,84,7
M01883,Mushroom Mycelium,11.25,9.14,98.67,0.21,97.74,4,9.12,94,7
M01884,Mushroom Mycelium,19.77,6.21,99.56,0.31,99.37,4,9.43,83,4
M01885,Mushroom Mycelium,28.12,8.06,96.31,0.47,96.77,2,10.11,88,5
M01886,Mushroom Mycelium,19.33,5.95,100.0,0.43,100.0,4,8.73,70,6
M01887,Mushroom Mycelium,14.59,6.25,95.0,0.21,97.61,3,8.26,74,5
M01888,Mushroom Mycelium,26.98,7.18,96.48,0.38,99.53,2,10.4,96,7
M01889,Mushroom Mycelium,15.19,7.62,97.28,0.23,99.96,4,9.72,98,7
M01890,Mushroom Mycelium,23.58,6.54,99.21,0.48,99.4,3,9.01,71,5
M01891,Mushroom Mycelium,28.65,6.26,98.22,0.41,98.01,4,10.62,89,6
M01892,Mushroom Mycelium,22.98,9.18,98.36,0.3,95.39,2,10.5,106,5
M01893,Mushroom Mycelium,20.91,8.08,97.47,0.36,100.0,3,10.29,102,7
M01894,Mushroom Mycelium,20.23,6.61,95.58,0.27,97.92,3,10.22,102,5
M01895,Mushroom Mycelium,15.22,9.39,98.5,0.3,100.0,4,9.37,91,5
M01896,Mushroom Mycelium,20.17,7.71,100.0,0.37,95.98,4,10.02,94,6
M01897,Mushroom Mycelium,10.0,7.04,96.47,0.29,97.03,4,9.2,98,5
M01898,Mushroom Mycelium,19.0,8.58,98.37,0.4,95.91,3,10.85,117,6
M01899,Mushroom Mycelium,19.1,7.34,98.19,0.31,97.86,2,9.46,93,6
M01900,Mushroom Mycelium,16.72,7.2,99.47,0.41,96.73,3,10.42,113,7
M01901,Mushroom Mycelium,16.56,6.53,98.76,0.37,98.91,5,9.86,94,6
M01902,Mushroom Mycelium,11.82,8.45,97.94,0.29,95.84,4,9.33,97,5
M01903,Mushroom Mycelium,16.69,6.71,97.82,0.35,97.64,4,10.12,103,4
M01904,Mushroom Mycelium,12.23,6.16,98.19,0.22,97.85,3,8.22,78,7
M01905,Mushroom Mycelium,26.79,8.08,100.0,0.46,97.31,5,11.38,104,6
M01906,Mushroom Mycelium,16.04,6.63,97.69,0.33,99.49,4,9.5,92,6
M01907,Mushroom Mycelium,17.02,8.0,96.04,0.31,98.58,4,9.65,93,6
M01908,Mushroom Mycelium,10.89,7.69,97.76,0.28,96.92,4,9.49,102,4
M01909,Mushroom Mycelium,18.04,6.55,96.75,0.34,97.53,5,10.2,98,6
M01910,Mushroom Mycelium,21.42,5.61,97.76,0.45,99.08,4,9.94,90,6
M01911,Mushroom Mycelium,19.13,8.37,99.76,0.3,97.73,2,9.41,92,7
M01912,Mushroom Mycelium,18.82,8.7,97.85,0.39,98.02,3,10.88,118,6
M01913,Mushroom Mycelium,17.03,8.25,97.94,0.31,96.16,3,8.6,76,4
M01914,Mushroom Mycelium,16.54,10.0,96.74,0.39,97.13,3,8.35,72,7
M01915,Mushroom Mycelium,20.4,7.61,96.66,0.36,100.0,4,10.04,94,6
M01916,Mushroom Mycelium,16.87,6.41,97.3,0.3,95.0,4,9.14,83,4
M01917,Mushroom Mycelium,26.95,6.12,98.34,0.47,95.98,3,10.95,103,5
M01918,Mushroom Mycelium,25.73,9.64,96.88,0.35,96.62,3,10.47,96,5
M01919,Mushroom Mycelium,20.61,7.98,97.83,0.27,99.22,3,10.36,104,7
M01920,Mushroom Mycelium,20.33,5.0,100.0,0.29,98.68,4,8.88,71,4
M01921,Mushroom Mycelium,16.9,9.78,97.73,0.23,96.86,4,9.54,91,5
M01922,Mushroom Mycelium,24.53,6.7,99.53,0.46,96.32,4,10.45,94,4
M01923,Mushroom Mycelium,25.58,7.14,97.63,0.39,97.24,3,9.71,81,7
M01924,Mushroom Mycelium,25.22,8.6,95.8,0.44,100.0,3,10.57,99,6
M01925,Mushroom Mycelium,17.36,6.94,99.4,0.25,99.02,3,9.34,90,4
M01926,Mushroom Mycelium,20.49,8.07,97.39,0.36,98.02,4,10.2,97,6
M01927,Mushroom Mycelium,23.47,8.98,97.49,0.37,99.01,2,9.75,90,5
M01928,Mushroom Mycelium,23.67,8.7,97.34,0.4,96.57,4,10.37,94,4
M01929,Mushroom Mycelium,15.42,8.37,97.15,0.3,96.38,5,8.74,74,6
M01930,Mushroom Mycelium,20.68,6.42,97.23,0.38,98.47,4,9.92,91,7
M01931,Mushroom Mycelium,20.57,8.48,97.87,0.39,95.26,5,9.86,86,6
M01932,Mushroom Mycelium,19.69,6.26,97.32,0.37,99.63,5,9.92,89,4
M01933,Mushroom Mycelium,17.43,7.89,97.56,0.28,97.37,3,9.09,85,6
M01934,Mushroom Mycelium,23.53,6.96,99.75,0.38,99.83,2,10.5,105,5
M01935,Mushroom Mycelium,17.18,7.01,98.5,0.35,99.72,5,9.87,93,4
M01936,Mushroom Mycelium,21.19,7.83,96.47,0.36,100.0,5,9.97,87,7
M01937,Mushroom Mycelium,16.19,7.79,95.41,0.23,100.0,2,9.22,94,6
M01938,Mushroom Mycelium,22.98,7.6,95.0,0.41,97.46,3,9.6,84,6
M01939,Mushroom Mycelium,16.22,7.63,98.56,0.27,95.44,2,8.67,83,7
M01940,Mushroom Mycelium,25.09,7.28,98.69,0.48,99.22,5,10.91,98,6
M01941,Mushroom Mycelium,15.3,7.9,97.95,0.24,95.0,2,8.23,76,5
M01942,Mushroom Mycelium,21.91,8.01,96.97,0.29,97.99,5,9.29,72,5
M01943,Mushroom Mycelium,22.38,7.11,99.49,0.36,98.46,3,10.44,102,6
M01944,Mushroom Mycelium,22.51,7.52,98.29,0.3,99.17,4,10.05,90,5
M01945,Mushroom Mycelium,14.77,5.94,96.32,0.34,97.4,2,8.98,92,7
M01946,Mushroom Mycelium,18.44,5.56,97.21,0.41,96.62,5,10.84,110,7
M01947,Mushroom Mycelium,12.99,8.06,96.52,0.28,97.41,3,9.45,101,5
M01948,Mushroom Mycelium,15.54,6.57,96.8,0.36,98.96,4,9.85,100,6
M01949,Mushroom Mycelium,15.81,6.65,97.91,0.23,100.0,4,9.08,84,4
M01950,Mushroom Mycelium,27.13,6.35,96.53,0.38,99.13,3,9.86,81,5
M01951,Mushroom Mycelium,29.44,5.68,99.24,0.5,96.19,4,11.34,102,7
M01952,Mushroom Mycelium,16.79,8.58,97.58,0.32,100.0,2,8.88,86,5
M01953,Mushroom Mycelium,21.97,8.11,99.13,0.3,100.0,4,10.25,95,6
M01954,Mushroom Mycelium,19.04,7.59,98.21,0.29,100.0,4,9.25,81,6
M01955,Mushroom Mycelium,19.3,7.97,99.24,0.4,98.4,3,9.33,86,7
M01956,Mushroom Mycelium,24.45,6.41,95.0,0.38,97.85,3,9.29,75,5
M01957,Mushroom Mycelium,18.86,7.42,96.27,0.43,98.35,6,10.64,101,4
M01958,Mushroom Mycelium,20.06,7.88,100.0,0.37,97.33,3,9.66,91,7
M01959,Mushroom Mycelium,17.71,7.0,97.63,0.32,98.01,3,8.72,77,6
M01960,Mushroom Mycelium,18.31,8.08,97.38,0.39,97.29,4,9.88,95,4
M01961,Mushroom Mycelium,17.89,8.26,98.08,0.32,98.79,2,9.49,96,6
M01962,Mushroom Mycelium,19.78,8.39,96.73,0.33,97.07,4,9.08,76,5
M01963,Mushroom Mycelium,25.79,5.62,100.0,0.44,98.02,4,9.83,79,5
M01964,Mushroom Mycelium,20.75,8.65,99.4,0.38,97.47,3,9.58,88,4
M01965,Mushroom Mycelium,18.75,8.82,98.06,0.3,96.32,3,9.22,85,6
M01966,Mushroom Mycelium,22.03,6.39,100.0,0.32,98.82,5,11.15,109,5
M01967,Mushroom Mycelium,22.34,9.68,97.0,0.3,98.75,4,9.93,88,6
M01968,Mushroom Mycelium,24.73,8.53,98.56,0.41,98.8,3,9.77,84,7
M01969,Mushroom Mycelium,19.34,6.98,97.14,0.37,97.49,2,10.18,107,7
M01970,Mushroom Mycelium,19.26,5.14,99.55,0.27,100.0,4,9.48,85,5
M01971,Mushroom Mycelium,12.99,6.17,100.0,0.2,97.7,2,8.7,90,7
M01972,Mushroom Mycelium,22.46,8.6,97.2,0.38,96.65,4,10.5,99,6
M01973,Mushroom Mycelium,17.74,7.67,100.0,0.35,97.32,4,9.37,86,6
M01974,Mushroom Mycelium,22.5,6.93,97.46,0.34,98.17,2,10.0,97,4
M01975,Mushroom Mycelium,17.82,7.1,96.4,0.33,97.33,4,8.78,74,5
M01976,Mushroom Mycelium,14.71,6.2,95.84,0.32,97.65,3,9.02,89,8
M01977,Mushroom Mycelium,24.01,7.16,97.11,0.44,98.6,3,10.25,95,8
M01978,Mushroom Mycelium,23.96,7.71,95.71,0.46,97.61,4,9.8,82,7
M01979,Mushroom Mycelium,24.28,8.41,97.66,0.42,98.17,2,10.63,106,6
M01980,Mushroom Mycelium,25.78,5.87,98.63,0.41,95.0,5,10.63,91,6
M01981,Mushroom Mycelium,21.3,8.34,98.22,0.32,98.43,3,9.33,82,7
M01982,Mushroom Mycelium,24.96,7.16,99.81,0.41,95.52,3,9.75,83,4
M01983,Mushroom Mycelium,18.0,6.94,99.32,0.31,96.93,3,9.0,82,4
M01984,Mushroom Mycelium,15.85,7.68,100.0,0.23,98.79,4,8.79,78,6
M01985,Mushroom Mycelium,20.03,6.52,96.47,0.4,95.36,2,9.05,83,6
M01986,Mushroom Mycelium,18.65,7.89,98.66,0.29,96.65,4,9.62,89,5
M01987,Mushroom Mycelium,25.34,6.23,100.0,0.4,98.87,4,10.08,85,6
M01988,Mushroom Mycelium,22.26,5.42,97.43,0.43,100.0,2,9.63,90,6
M01989,Mushroom Mycelium,17.05,8.38,99.94,0.38,95.0,3,8.65,77,5
M01990,Mushroom Mycelium,26.17,5.14,96.96,0.47,100.0,4,10.37,89,6
M01991,Mushroom Mycelium,10.4,7.26,98.46,0.2,97.8,3,8.79,93,5
M01992,Mushroom Mycelium,22.84,6.37,98.56,0.47,97.65,5,10.93,103,5
M01993,Mushroom Mycelium,27.06,7.66,99.28,0.48,99.13,4,9.51,70,6
M01994,Mushroom Mycelium,17.23,8.83,100.0,0.34,95.77,4,8.97,79,4
M01995,Mushroom Mycelium,20.39,6.9,97.74,0.35,98.52,4,9.94,92,6
M01996,Mushroom Mycelium,11.26,10.0,96.49,0.34,95.14,4,9.48,101,5
M01997,Mushroom Mycelium,24.1,7.55,100.0,0.37,96.92,4,10.31,92,7
M01998,Mushroom Mycelium,22.32,7.62,98.15,0.37,98.07,2,9.83,94,6
M01999,Mushroom Mycelium,16.88,9.37,98.02,0.33,96.61,6,10.99,112,6
M02000,Mushroom Mycelium,24.6,6.55,98.07,0.43,96.04,4,10.31,91,5
M02001,Recycled Cardboard,28.8,4.2,95.86,0.76,91.56,5,11.93,101,3
M02002,Recycled Cardboard,19.48,5.34,93.73,0.91,95.6,4,11.75,120,3
M02003,Recycled Cardboard,20.91,6.34,95.11,0.88,93.68,6,12.39,122,4
M02004,Recycled Cardboard,31.76,4.34,96.12,0.77,96.99,3,13.33,131,3
M02005,Recycled Cardboard,25.19,5.0,93.01,0.91,90.93,4,11.17,97,3
M02006,Recycled Cardboard,25.22,8.0,90.62,0.78,90.64,6,13.02,126,3
M02007,Recycled Cardboard,28.09,6.78,86.65,0.75,88.87,4,11.91,106,4
M02008,Recycled Cardboard,23.38,6.63,86.04,0.7,96.18,6,13.54,140,3
M02009,Recycled Cardboard,30.26,8.0,92.69,0.85,95.94,4,12.03,104,5
M02010,Recycled Cardboard,20.51,5.6,89.17,0.7,93.47,3,9.95,86,5
M02011,Recycled Cardboard,27.8,6.33,90.45,0.76,90.19,7,11.68,90,4
M02012,Recycled Cardboard,31.44,7.51,96.96,0.8,93.11,4,11.09,83,3
M02013,Recycled Cardboard,17.38,4.67,92.99,0.77,93.53,4,10.69,103,3
M02014,Recycled Cardboard,25.01,5.09,92.22,0.83,88.14,5,12.0,110,3
M02015,Recycled Cardboard,20.37,7.26,97.91,0.7,99.17,5,11.89,117,3
M02016,Recycled Cardboard,23.29,7.79,92.63,0.93,93.56,4,12.03,118,3
M02017,Recycled Cardboard,18.94,3.17,91.97,0.77,88.76,4,12.39,134,3
M02018,Recycled Cardboard,24.83,7.42,94.29,0.88,89.37,3,10.33,85,3
M02019,Recycled Cardboard,25.51,4.42,95.94,0.76,97.54,5,11.95,108,3
M02020,Recycled Cardboard,23.0,3.64,91.28,0.75,92.54,4,11.35,105,3
M02021,Recycled Cardboard,18.72,5.39,93.18,0.82,94.93,4,10.07,88,5
M02022,Recycled Cardboard,28.34,7.85,93.27,0.91,93.21,3,11.98,111,4
