Material_Type,Tensile_Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Moisture_Barrier_Grade,AI_Recommendation,Strength_to_Weight_Ratio,Strength_to_Weight_Ratio_Normalized,Environmental_Impact_Raw,Environmental_Impact_Score,CO2_Impact_Index_Raw,CO2_Impact_Index,Cost_Efficiency_Raw,Cost_Efficiency_Index,Durability_Score,Durability_Score_Normalized,Material_Suitability_Score
Virgin Plastic (PP),86.9,4.7,0.9,4.81,16.4,10,Avoid,18.104166666666668,11.766235632183909,51.145,3.6711733938616486,0.20366598778004077,2.4570319671526404,3.6730360934182587,0.6159700695176468,92.14,97.75903614457832,17.679283008755323
Bagasse (Sugarcane),26.3,6.5,98.5,1.21,53.7,5,Highly Recommended,3.9848484848484853,2.3208986415882973,89.685,79.739465113984,0.7633587786259541,13.839495295729176,23.379416282642087,5.657362642864863,35.78,29.855421686746986,33.22358900387134
Mushroom Mycelium,23.2,5.7,100.0,0.27,100.0,4,Highly Recommended,4.0,2.331034482758621,99.86500000000001,99.8322313233988,2.7027027027027026,53.279901637104665,35.02626970227671,8.636923565206036,29.92,22.79518072289157,48.649410076046614
Bagasse (Sugarcane),23.2,3.3,96.6,0.96,59.7,6,Highly Recommended,6.823529411764706,4.219878296146044,90.44,81.22964571202999,0.9433962264150942,17.500913989604356,47.22054380664653,11.756528602601373,37.92,32.43373493975904,36.382476002108824
Edible Seaweed Film,10.6,6.9,100.0,0.47,6.6,3,Consider as Option,1.5142857142857142,0.6681773399014778,81.085,62.76522254021513,1.7543859649122808,33.99399932012001,15.426917510853833,3.6229114720927815,18.36,8.867469879518072,29.449587102430957
Mushroom Mycelium,25.0,4.3,100.0,0.25,100.0,6,Highly Recommended,5.6818181818181825,3.4561128526645772,99.875,99.85196881476364,2.857142857142857,56.42074858587074,46.40371229698376,11.547562355784429,39.0,33.734939759036145,51.77614251117554
Bamboo Fiber,44.6,8.3,96.8,1.12,44.4,6,Highly Recommended,5.309523809523809,3.2070607553366175,87.35999999999999,75.15049837165692,0.8196721311475409,14.98473904456751,16.991576413959084,4.0231909601668985,50.760000000000005,47.90361445783133,34.602220708880694
Edible Seaweed Film,8.2,3.7,100.0,0.32,1.5,3,Consider as Option,2.157894736842105,1.0987295825771322,80.14,60.90002960623704,2.380952380952381,46.73647049384201,27.358490566037737,6.675310908781162,16.919999999999998,7.132530120481925,32.468941163417846
Aluminum Foil,27.6,2.2,0.0,8.29,97.0,10,Avoid,12.0,7.682758620689654,65.25500000000001,31.52077370966151,0.1191895113230036,0.7390352176388431,43.89140271493213,10.904849754723877,56.56,54.891566265060256,20.82397167008094
Aluminum Foil,42.1,9.9,0.0,11.68,92.9,10,Avoid,4.21,2.4715172413793103,62.739999999999995,26.556794631402326,0.08488964346349746,0.04147935400912288,9.374369323915237,2.074515917634527,65.26,65.37349397590363,18.44548723197336
Bagasse (Sugarcane),38.1,1.8,96.4,1.35,55.7,5,Highly Recommended,20.052631578947366,13.069691470054446,89.385,79.14734037303859,0.689655172413793,12.340586235946894,84.03314917127072,21.174128055608165,42.86,38.385542168674704,38.128974754326585
Edible Seaweed Film,8.7,3.5,100.0,0.23,9.3,2,Consider as Option,2.4166666666666665,1.2718390804597701,81.74499999999999,64.06789697029505,3.0303030303030303,59.94230425569936,31.13960113960114,7.6426150296562385,13.219999999999999,2.6746987951807215,36.262856888267684
Virgin Plastic (PP),65.3,2.3,1.3,4.89,27.0,10,Avoid,27.208333333333332,17.8566091954023,53.345,8.013421494128092,0.20040080160320645,2.390627928139346,12.251082251082254,2.810452149830144,79.18,82.14457831325302,17.671121526767475
Mushroom Mycelium,16.6,5.5,100.0,0.11,100.0,5,Highly Recommended,2.964285714285715,1.6381773399014783,99.945,99.99013125431755,4.761904761904762,95.15786095398563,36.29764065335753,8.962172545952546,29.96,22.843373493975907,59.16926288206871
Aluminum Foil,29.0,6.8,0.0,11.44,93.5,10,Avoid,4.202898550724638,2.4667666166916544,62.980000000000004,27.030494424158704,0.08665511265164645,0.07738367262910308,13.729809104258445,3.188748036950404,57.4,55.90361445783133,17.398462683138835
Bagasse (Sugarcane),23.3,3.6,95.4,1.3,52.1,5,Highly Recommended,6.297297297297297,3.8678471575023297,88.39,77.18345998223626,0.7142857142857142,12.841497171741482,40.85872576177285,10.129013963360277,33.980000000000004,27.686746987951814,32.93101184422131
Bioplastic (PLA),63.0,6.2,88.8,2.24,55.0,8,Highly Recommended,10.0,6.344827586206896,86.52,73.49254909700976,0.4273504273504273,7.006098834236996,23.15619967793881,5.600258165919156,69.8,70.8433734939759,36.18032985356308
Bagasse (Sugarcane),38.3,3.0,97.8,1.34,61.6,6,Highly Recommended,12.354838709677418,7.920133481646273,90.98999999999998,82.31520773709657,0.6944444444444443,12.437985584573616,52.95681063122924,13.224011351361245,46.98,43.34939759036145,37.74328397426347
Aluminum Foil,26.6,9.6,0.0,9.1,92.3,10,Avoid,2.742268041237114,1.4896551724137934,63.910000000000004,28.866081121089504,0.10869565217391305,0.5256217720962603,9.604578563995839,2.1334092883152014,55.96,54.168674698795186,17.492178359074614
Aluminum Foil,32.0,3.5,0.0,11.09,90.1,10,Avoid,8.88888888888889,5.6015325670498095,62.474999999999994,26.033751110233872,0.08936550491510277,0.13250487670647093,25.66951566951567,6.243228232097983,59.2,58.07228915662651,18.362893828865335
Bioplastic (PLA),53.4,7.0,82.6,2.08,54.1,8,Consider as Option,7.52112676056338,4.686546867411365,84.56,69.62400078949965,0.4587155963302752,7.643971773726069,19.500713266761768,4.665091896501643,64.03999999999999,63.903614457831324,33.785408414997576
Aluminum Foil,21.4,9.9,0.0,11.71,93.1,10,Avoid,2.1399999999999997,1.0867586206896551,62.765,26.60613835981447,0.0846740050804403,0.03709391966455686,9.394550958627649,2.0796788923858616,52.839999999999996,50.409638554216876,16.07717241153915
Bagasse (Sugarcane),32.9,7.9,97.8,0.98,52.5,7,Highly Recommended,4.1125,2.406293103448276,89.35,79.07825915326161,0.9259259259259258,17.14562076819869,19.001264222503163,4.537320145509669,47.739999999999995,44.26506024096385,35.7977353136195
Aluminum Foil,30.5,1.0,0.0,10.64,94.3,10,Avoid,27.727272727272727,18.203761755485893,63.54,28.135793940590137,0.0931098696461825,0.20865396230736777,93.36633663366337,23.561794461450347,58.3,56.98795180722892,23.573829511676877
Bioplastic (PLA),54.8,2.7,91.4,1.86,50.9,9,Highly Recommended,19.57142857142857,12.747783251231526,86.67000000000002,73.7886114674825,0.510204081632653,8.691092275157745,52.50922509225093,13.109507602297438,68.88,69.73493975903614,38.66627731847225
Aluminum Foil,37.1,6.7,0.0,8.77,95.6,10,Avoid,5.455882352941177,3.3049695740365115,64.735,30.494424158689416,0.11273957158962797,0.6078628965236893,14.247391952309984,3.3211588755317996,62.260000000000005,61.759036144578324,19.558877125934504
Mushroom Mycelium,21.7,8.0,100.0,0.21,100.0,4,Highly Recommended,2.6790123456790123,1.447339293316305,99.89500000000001,99.89144379749335,3.2258064516129035,63.91825420550589,24.968789013732835,6.0639645558424204,29.02,21.710843373493972,50.561150037148685
Bagasse (Sugarcane),27.4,9.8,97.5,1.36,60.4,6,Highly Recommended,2.7676767676767673,1.5066527342389409,90.64999999999999,81.64413303069178,0.684931506849315,12.244521124972588,16.095820591233434,3.794033869475475,40.44,35.46987951807229,33.78432416548051
Bioplastic (PLA),63.7,5.1,87.7,1.53,48.2,8,Highly Recommended,12.250000000000002,7.850000000000001,85.185,70.85759399980263,0.6134969325153374,10.791757330177123,26.594911937377695,6.479968101490839,70.22,71.34939759036145,36.73862079133745
Recycled Cardboard,19.1,2.3,94.8,1.44,100.0,3,Highly Recommended,7.958333333333334,4.979022988505748,97.72,95.59853942563899,0.6493506493506493,11.520913795555748,84.32900432900435,21.24981531936046,23.46,15.012048192771084,38.55946286821896
Mushroom Mycelium,18.8,6.0,100.0,0.19,100.0,4,Highly Recommended,3.0819672131147544,1.7169022046353875,99.905,99.91118128885819,3.4482758620689653,68.44261104494088,33.277870216306155,8.189638569221028,27.28,19.614457831325304,51.83579375689922
Edible Seaweed Film,9.3,1.7,100.0,0.57,6.8,3,Consider as Option,5.166666666666667,3.111494252873564,81.075,62.74548504885029,1.492537313432836,28.66878748632574,62.45614035087719,15.654181166444667,17.58,7.927710843373492,30.621984671318835
Bioplastic (PLA),65.1,7.5,93.8,2.07,58.5,8,Highly Recommended,8.56578947368421,5.3853901996370235,88.805,78.00256587387744,0.4608294930875576,7.686962058242325,20.279627163781626,4.8643578549377935,71.06,72.36144578313254,37.688137735144956
Bioplastic (PLA),54.0,5.0,86.0,2.29,49.6,9,Highly Recommended,10.588235294117649,6.738336713995944,84.575,69.65360702654692,0.41841004184100417,6.824278357238281,27.065868263473053,6.60045069149214,68.4,69.15662650602411,34.969569482875286
Bagasse (Sugarcane),39.5,3.7,98.1,1.18,50.2,7,Highly Recommended,10.394736842105262,6.608892921960072,88.88,78.15059705911376,0.78125,14.203348778433023,39.97304582210243,9.902434539471017,51.7,49.036144578313255,36.992814199179584
Bioplastic (PLA),70.0,10.0,89.2,1.56,57.4,9,Highly Recommended,6.930693069306931,4.291567087743258,87.46000000000001,75.34787328530545,0.6024096385542168,10.566275210361239,14.645354645354645,3.422967840238658,78.0,80.72289156626506,38.46811479994376
Edible Seaweed Film,7.4,4.6,100.0,0.58,5.8,3,Consider as Option,1.5744680851063833,0.7084372707263392,80.87,62.34086647587092,1.4705882352941178,28.22240943555181,22.95010845986985,5.547534797840979,16.44,6.554216867469881,27.92134551841054
Edible Seaweed Film,8.2,6.9,100.0,0.28,5.6,2,Consider as Option,1.1714285714285713,0.4388177339901477,80.98,62.557978880884235,2.6315789473684212,51.83345896333083,15.282199710564399,3.5858889831016647,12.919999999999998,2.3132530120481913,32.833805926924555
Recycled Cardboard,15.6,7.1,99.4,0.81,88.5,3,Highly Recommended,2.166666666666667,1.1045977011494255,97.115,94.40442119806572,1.0989010989010988,20.66341409222622,26.427566807313646,6.437156966833442,21.36,12.481927710843374,36.75736020258441
Bamboo Fiber,54.4,7.2,99.7,1.03,47.1,6,Highly Recommended,7.4520547945205475,4.640340103920643,88.815,78.02230336524228,0.8849557522123893,16.312411001185406,20.360610263522886,4.885075388735578,56.64,54.98795180722892,37.17403561909255
Mushroom Mycelium,19.8,4.6,100.0,0.31,100.0,4,Highly Recommended,4.212765957446809,2.4733675715333825,99.845,99.79275634066909,2.4390243902439024,47.91748001726015,43.38394793926248,10.775029934299955,27.880000000000003,20.33734939759037,47.37014206016765
Edible Seaweed Film,11.1,6.2,100.0,0.57,5.8,4,Consider as Option,1.7619047619047619,0.8338259441707718,80.875,62.35073522155332,1.492537313432836,28.66878748632574,17.037037037037038,4.034820942201359,22.66,14.048192771084336,28.86999313656743
Bagasse (Sugarcane),25.0,2.1,98.4,1.33,61.7,5,Highly Recommended,11.363636363636363,7.257053291536049,91.19500000000001,82.719826310076,0.6993006993006993,12.536747161852468,75.87677725118485,19.087520955342015,35.0,28.915662650602414,36.830693601298286
Edible Seaweed Film,11.8,6.3,100.0,0.29,9.7,2,Consider as Option,1.8437500000000002,0.8885775862068966,81.79499999999999,64.16658442711929,2.564102564102564,50.46119283692998,17.385103011093506,4.123865058867833,15.08,4.9156626506024095,33.5162537053529
Bagasse (Sugarcane),39.0,2.9,99.5,1.16,56.0,5,Highly Recommended,13.0,8.351724137931035,90.47,81.28885818612453,0.7936507936507936,14.455543520412936,53.43642611683849,13.346709174299573,43.4,39.036144578313255,37.360479271340594
Recycled Cardboard,30.0,7.1,98.3,0.92,84.2,4,Highly Recommended,4.166666666666667,2.4425287356321843,95.87,91.94710352314222,0.9803921568627451,18.253299634934002,25.66807313642757,6.242859195495252,34.0,27.710843373493976,37.79690718436253
Aluminum Foil,44.6,1.3,0.0,10.97,99.6,10,Avoid,31.857142857142854,20.966502463054184,64.435,29.902299417744004,0.09033423667570009,0.15220595901550144,76.03053435114504,19.126855926777438,66.76,67.18072289156628,25.00787118047292
Bagasse (Sugarcane),40.0,8.7,96.0,1.11,65.1,6,Highly Recommended,4.545454545454546,2.6959247648902824,91.265,82.85798874962991,0.8264462809917354,15.122504821516841,18.49598163030999,4.408056024790163,48.0,44.578313253012055,36.475973499667056
Aluminum Foil,21.4,8.1,0.0,9.38,97.6,10,Avoid,2.6097560975609757,1.4010092514718253,64.83,30.681930326655472,0.10548523206751054,0.46033150978071136,12.034525277435264,2.7550513756561283,52.839999999999996,50.409638554216876,17.57221895885276
Bioplastic (PLA),73.8,6.0,81.4,2.36,46.4,9,Consider as Option,12.098360655737705,7.748558507631429,82.52000000000001,65.59755255107078,0.4065040650406504,6.582146697625357,21.264559068219636,5.1163284523081725,80.28,83.4698795180723,35.6434059086632
Bagasse (Sugarcane),39.0,9.8,97.7,1.4,52.8,5,Highly Recommended,3.9393939393939394,2.290491118077325,89.17,78.72298430869435,0.6666666666666666,11.87306936253861,15.341488277268093,3.601056504330544,43.4,39.036144578313255,33.38984473266379
Aluminum Foil,27.7,0.6,0.0,9.1,93.8,10,Avoid,39.57142857142857,26.127093596059115,64.21000000000001,29.458205862034937,0.10869565217391305,0.5256217720962603,153.77049180327867,39.01471155466337,56.62,54.963855421686745,27.629097185426144
Bagasse (Sugarcane),29.5,8.6,98.8,1.07,57.0,7,Highly Recommended,3.3908045977011496,1.9235037653587002,90.50500000000001,81.35793940590152,0.8547008547008546,15.697117634775589,18.0952380952381,4.305535650062332,45.7,41.807228915662655,35.65620307436209
Aluminum Foil,39.8,3.1,0.0,8.34,95.4,10,Avoid,12.437499999999998,7.975431034482757,64.91,30.839830257574242,0.11848341232227488,0.7246752935633662,30.675241157556272,7.523819952003123,63.879999999999995,63.71084337349397,21.29205150053611
Edible Seaweed Film,5.5,9.2,100.0,0.31,3.0,2,Consider as Option,0.5913978494623656,0.05079718205413422,80.445,61.502023092864874,2.4390243902439024,47.91748001726015,11.183496199782846,2.5373365223658437,11.3,0.3614457831325302,30.99674082232296
Virgin Plastic (PP),76.0,3.2,2.4,5.41,20.9,10,Avoid,23.030303030303028,15.061650992685474,52.195,5.743609987170628,0.18148820326678766,2.006002718500635,7.258566978193145,1.5332399384860658,85.6,89.87951807228917,17.51932447358548
Aluminum Foil,35.8,2.9,0.0,11.74,99.6,10,Avoid,11.933333333333332,7.638160919540228,64.05000000000001,29.142406000197397,0.08445945945945946,0.032730708804845285,34.22680412371134,8.43239996463985,61.48,60.81927710843373,20.324092128407482
Virgin Plastic (PP),87.3,1.7,0.9,5.31,25.0,10,Avoid,48.5,32.1,52.615,6.572584624494215,0.1848428835489834,2.0742267977021562,15.146198830409356,3.5510965036813578,92.38,98.04819277108433,21.117780303172726
Recycled Cardboard,25.0,8.8,95.4,1.43,90.3,5,Highly Recommended,2.8089887640449436,1.5342890352576521,95.965,92.13460969110825,0.6535947712418301,11.607226434522136,21.0783200908059,5.0686837916152445,35.0,28.915662650602414,36.04670457540219
Mushroom Mycelium,20.5,3.3,100.0,0.35,100.0,5,Highly Recommended,6.029411764705882,3.6886409736308314,99.825,99.7532813579394,2.2222222222222223,43.50837779649911,60.422960725075534,15.134042177580417,32.3,25.66265060240963,48.0481489797472
Aluminum Foil,43.3,2.5,0.0,9.83,93.3,10,Avoid,16.653846153846153,10.796021220159151,63.745000000000005,28.540412513569535,0.10070493454179255,0.3631146755171628,37.17131474103586,9.18568056796645,65.97999999999999,66.24096385542167,21.505785236872605
Bagasse (Sugarcane),26.3,9.8,95.1,1.06,61.9,6,Highly Recommended,2.6565656565656566,1.4323232323232324,90.38,81.11122076384089,0.8620689655172413,15.846962786509017,16.004077471967378,3.7705636493902808,39.78,34.674698795180724,34.39365679816701
Bagasse (Sugarcane),27.7,6.2,99.9,1.36,67.5,6,Highly Recommended,4.396825396825397,2.596496989600438,92.78999999999999,85.86795618276915,0.684931506849315,12.244521124972588,26.956521739130437,6.572477073280733,40.62,35.6867469879518,35.74867429788286
Mushroom Mycelium,23.0,7.8,100.0,0.3,100.0,6,Highly Recommended,2.9113924050632916,1.6027935399388917,99.85,99.8026250863515,2.5,49.1575400168492,25.608194622279132,6.227540750725975,37.8,32.28915662650602,48.47933352823273
Mushroom Mycelium,14.3,2.3,100.0,0.23,100.0,6,Highly Recommended,5.958333333333334,3.641091954022989,99.88499999999999,99.87170630612847,3.0303030303030303,59.94230425569936,86.5800865800866,21.825699334264712,32.58,26.0,53.57633701801862
Virgin Plastic (PP),62.5,1.1,3.5,5.87,26.1,10,Avoid,52.08333333333333,34.497126436781606,53.334999999999994,7.993684002763235,0.16750418760469013,1.7216100158190564,26.666666666666664,6.498324783736205,77.5,80.12048192771086,19.595957594365764
Virgin Plastic (PP),81.3,2.5,3.6,5.74,23.3,10,Avoid,31.269230769230766,20.573209549071617,52.870000000000005,7.075890654297834,0.17123287671232876,1.7974403065169466,10.717131474103587,2.4180285803727117,88.78,93.71084337349399,19.16968044992439
Bagasse (Sugarcane),20.2,8.0,99.0,1.29,62.2,5,Highly Recommended,2.493827160493827,1.3234567901234568,91.49499999999999,83.31195105102138,0.7194244604316546,12.946003769856901,20.124843945068662,4.824760376263094,32.12,25.44578313253012,33.14425148191512
Mushroom Mycelium,18.2,1.6,100.0,0.37,100.0,5,Highly Recommended,10.705882352941176,6.817038539553752,99.815,99.73354386657454,2.127659574468085,41.5852587427629,124.22360248447204,31.45586680757992,30.92,24.000000000000004,50.88925506113445
Recycled Cardboard,32.2,6.1,98.1,1.31,98.7,4,Highly Recommended,5.193548387096775,3.129477196885429,98.51499999999999,97.16766998914434,0.7092198581560283,12.7384729367199,32.20949263502455,7.916320448283269,35.32,29.301204819277103,38.62631176316004
Edible Seaweed Film,13.9,9.3,100.0,0.45,6.6,3,Consider as Option,1.4787234042553192,0.6443873807776964,81.095,62.784960031579985,1.8181818181818181,35.29141456689898,11.450053705692802,2.605528702652676,20.34,11.25301204819277,29.93183793703596
Recycled Cardboard,27.3,9.2,91.5,1.25,92.7,4,Highly Recommended,2.9354838709677424,1.6189098998887657,95.36500000000001,90.95036020921741,0.7407407407407407,13.379512621298634,20.0,4.792822124212081,32.379999999999995,25.759036144578307,35.61429705460792
Bamboo Fiber,57.3,2.5,98.5,0.86,44.9,7,Highly Recommended,22.038461538461537,14.39814323607427,88.10000000000001,76.61107273265569,1.0416666666666667,19.499438360011233,57.13147410358567,14.29199629956956,62.379999999999995,61.903614457831324,41.441937161995554
Recycled Cardboard,21.2,9.0,93.7,1.03,89.0,4,Highly Recommended,2.32967032967033,1.2136415308829105,95.395,91.00957268331193,0.8849557522123893,16.312411001185406,20.27746947835738,4.863805864203373,28.72,21.349397590361445,35.67750951977312
Edible Seaweed Film,5.1,3.4,100.0,0.46,8.1,3,Consider as Option,1.457142857142857,0.6299507389162561,81.39000000000001,63.36721602684301,1.7857142857142856,34.63112287880611,31.700879765395896,7.786204358010289,15.059999999999999,4.8915662650602405,30.021916413007148
