product_id,category,sub_category,physical_state,product_weight_kg,fragility_level_1_to_10,moisture_sensitivity_0_to_1,leakage_risk_0_to_1,compression_tolerance_index,shipping_stress_index_1_to_10,shelf_life_months,regulatory_requirement_level_1_to_5
1576,Electronics & Consumer Goods,Smartphone,Solid (Fragile),1.27,7,0.51,0.27,2.43,3,40,3
1577,E-commerce & Logistics Goods,Home Decor,Fragile Solid,0.52,9,0.35,0.28,9.98,6,18,1
1578,Food & Beverages,Dry Grains,Granular Solid,5.96,3,0.73,0.3,4.48,9,8,1
1579,Clothing & Textiles,Jeans,Solid (Flexible),9.42,6,0.43,0.11,9.04,5,6,3
1580,Automotive Parts & Accessories,Brake Fluid,Liquid,6.45,5,0.48,0.81,8.28,8,66,1
1581,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.44,9,0.22,0.06,3.58,8,50,1
1582,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,6.01,6,0.4,0.28,17.5,8,52,1
1583,E-commerce & Logistics Goods,Toys,Solid,5.55,2,0.56,0.15,18.72,7,55,2
1584,Automotive Parts & Accessories,Engine Part,Solid (Heavy),31.18,1,0.32,0.27,30.28,4,60,4
1585,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),7.15,4,0.32,0.24,33.07,5,45,5
1586,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,5.92,2,0.28,0.24,21.42,5,70,4
1587,Cosmetics,Nail Polish,Liquid (Flammable),3.98,4,0.61,0.95,12.52,6,35,4
1588,Electronics & Consumer Goods,Home Appliance,Solid,12.21,3,0.39,0.17,28.07,3,54,5
1589,Clothing & Textiles,Fabric Roll,Solid (Roll Form),4.65,3,0.26,0.07,30.56,9,55,5
1590,Chemical Products,Industrial Acid,Liquid (Corrosive),2.98,3,0.45,0.91,27.39,9,14,3
1591,Electronics & Consumer Goods,Smartphone,Solid (Fragile),3.85,8,0.52,0.25,10.86,5,44,2
1592,Chemical Products,Lubricant,Liquid,4.47,3,0.8,0.89,30.75,3,46,5
1593,Chemical Products,Chemical Powder,Powder,6.67,4,0.92,0.28,32.12,8,57,4
1594,Chemical Products,Industrial Acid,Liquid (Corrosive),6.47,3,0.59,0.87,36.67,9,23,5
1595,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,4.72,9,0.21,0.19,7.9,6,69,4
1596,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,5.85,3,0.43,0.26,6.64,7,54,4
1597,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,9.39,2,0.31,0.17,36.73,3,42,1
1598,Luxury & Specialty Items,Premium Perfume,Liquid,2.34,3,0.5,0.8,29.74,9,13,2
1599,Luxury & Specialty Items,Jewelry,Solid (Fragile),0.5,9,0.24,0.19,6.5,3,28,5
1600,Food & Beverages,Ready-to-Eat Meal,Semi-solid,7.7,6,0.55,0.08,7.21,8,69,3
1601,Clothing & Textiles,Fabric Roll,Solid (Roll Form),12.35,2,0.56,0.06,40.15,7,22,1
1602,E-commerce & Logistics Goods,Toys,Solid,13.81,5,0.26,0.28,10.19,6,36,3
1603,Clothing & Textiles,Bedding,Compressible Solid,11.48,4,0.34,0.3,17.23,4,26,2
1604,Pharmaceuticals & Healthcare,Syrup,Liquid,0.47,3,0.56,0.78,6.06,6,28,4
1605,Pharmaceuticals & Healthcare,Ointment,Semi-solid,10.5,2,0.4,0.06,11.16,4,29,1
1606,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.48,8,0.28,0.12,2.5,6,49,5
1607,Agriculture & Raw Materials,Seeds,Granular Solid,24.22,5,0.82,0.28,29.24,8,45,4
1608,Food & Beverages,Ready-to-Eat Meal,Semi-solid,1.49,2,0.25,0.08,22.51,7,18,1
1609,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),9.89,5,0.42,0.86,21.67,6,42,2
1610,Luxury & Specialty Items,Watch,Solid (Fragile),2.86,7,0.48,0.28,7.78,9,51,5
1611,Electronics & Consumer Goods,Smartphone,Solid (Fragile),0.95,9,0.5,0.22,8.28,6,17,5
1612,Cosmetics,Lotion,Liquid,5.27,5,0.43,0.73,29.9,6,12,2
1613,Luxury & Specialty Items,Artwork,Highly Fragile Solid,2.32,7,0.53,0.18,7.13,6,22,2
1614,E-commerce & Logistics Goods,Books,Solid,8.93,5,0.46,0.27,23.34,8,8,2
1615,Electronics & Consumer Goods,Laptop,Solid (Fragile),3.65,9,0.37,0.12,6.09,3,52,1
1616,Cosmetics,Serum,Liquid,5.6,3,0.63,0.71,20.84,6,67,5
1617,Luxury & Specialty Items,Watch,Solid (Fragile),2.96,7,0.27,0.06,12.58,4,22,4
1618,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),3.37,5,0.72,0.94,16.07,3,19,5
1619,Pharmaceuticals & Healthcare,Capsules,Solid,10.64,5,0.26,0.21,13.96,8,70,2
1620,Agriculture & Raw Materials,Seeds,Granular Solid,22.42,2,1,0.22,36.52,9,20,1
1621,Luxury & Specialty Items,Watch,Solid (Fragile),2.04,7,0.24,0.21,8.87,6,59,2
1622,Luxury & Specialty Items,Artwork,Highly Fragile Solid,3.36,7,0.49,0.07,6,5,27,4
1623,Agriculture & Raw Materials,Seeds,Granular Solid,22.45,4,0.77,0.1,18.28,3,48,4
1624,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),5.26,2,0.53,0.23,17.57,6,20,2
1625,Food & Beverages,Ready-to-Eat Meal,Semi-solid,4.25,6,0.3,0.25,18.61,5,9,4
1626,Electronics & Consumer Goods,Home Appliance,Solid,11.63,2,0.3,0.09,14.76,9,21,4
1627,Pharmaceuticals & Healthcare,Capsules,Solid,2.78,2,0.58,0.09,24.39,6,31,5
1628,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),2.97,8,0.27,0.15,4.59,5,47,2
1629,Food & Beverages,Edible Oil,Liquid,2.23,5,0.57,0.72,5.88,7,22,5
1630,Pharmaceuticals & Healthcare,Powder Medicine,Powder,23.15,4,0.77,0.22,25.56,4,46,3
1631,Cosmetics,Makeup Powder,Powder,8.55,5,0.98,0.28,18.35,7,51,5
1632,Pharmaceuticals & Healthcare,Capsules,Solid,11.8,4,0.36,0.17,28.5,8,5,2
1633,Cosmetics,Lipstick,Solid,13.58,4,0.39,0.28,3.56,9,41,5
1634,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,9.84,4,0.48,0.13,3.76,7,11,4
1635,Food & Beverages,Edible Oil,Liquid,1.74,4,0.65,0.97,26.62,9,52,4
1636,Pharmaceuticals & Healthcare,Powder Medicine,Powder,19.39,6,0.94,0.09,20.94,3,29,1
1637,Pharmaceuticals & Healthcare,Syrup,Liquid,0.73,3,0.75,0.98,39.09,4,44,3
1638,Luxury & Specialty Items,Premium Perfume,Liquid,4.82,4,0.65,0.91,22.54,7,32,4
1639,Automotive Parts & Accessories,Spare Part,Solid,9.41,4,0.29,0.12,28.73,9,61,4
1640,Food & Beverages,Milk,Liquid,4.14,5,0.78,0.72,8.23,3,27,5
1641,Chemical Products,Pesticide Liquid,Liquid,8,3,0.73,0.8,29.6,9,24,1
1642,Electronics & Consumer Goods,Laptop,Solid (Fragile),1.25,8,0.25,0.07,14.97,9,23,5
1643,Food & Beverages,Sauce/Ketchup,Viscous Liquid,6.62,5,0.44,0.97,18.47,4,69,4
1644,Pharmaceuticals & Healthcare,Powder Medicine,Powder,0.76,5,0.9,0.08,15.27,3,59,5
1645,Pharmaceuticals & Healthcare,Capsules,Solid,8.05,5,0.45,0.07,18.73,4,27,4
1646,Cosmetics,Lotion,Liquid,2.86,4,0.68,0.82,32.09,8,24,2
1647,Clothing & Textiles,Shoes,Solid,1.34,3,0.52,0.3,31.41,8,18,4
1648,Food & Beverages,Ready-to-Eat Meal,Semi-solid,12.68,5,0.33,0.23,12.72,6,29,3
1649,Agriculture & Raw Materials,Grains,Granular Solid,24.47,4,0.98,0.05,26.17,4,18,3
1650,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),12.62,6,0.32,0.2,13.77,7,18,5
1651,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),3.55,4,0.52,0.18,21.41,6,19,2
1652,Pharmaceuticals & Healthcare,Ointment,Semi-solid,2.71,3,0.54,0.07,22.06,4,48,2
1653,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,10.78,5,0.24,0.18,13.75,4,8,5
1654,Clothing & Textiles,Jeans,Solid (Flexible),13.05,4,0.37,0.3,30.34,9,62,5
1655,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,2.94,8,0.52,0.21,8.86,4,15,5
1656,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),2.93,5,0.57,0.25,29.46,3,34,5
1657,Luxury & Specialty Items,Jewelry,Solid (Fragile),2.53,8,0.4,0.29,3.05,9,55,3
1658,Chemical Products,Paint,Liquid,2.83,5,0.62,0.77,16.28,3,70,3
1659,Pharmaceuticals & Healthcare,Tablets,Solid,12.51,2,0.55,0.17,17.35,5,66,4
1660,Cosmetics,Makeup Powder,Powder,9.46,4,0.99,0.15,10.4,3,29,5
1661,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.17,7,0.51,0.18,10.34,7,15,5
1662,Agriculture & Raw Materials,Animal Feed,Granular Solid,18.56,2,1,0.1,35.67,7,35,4
1663,Food & Beverages,Ready-to-Eat Meal,Semi-solid,0.68,5,0.53,0.13,10.95,9,32,2
1664,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,1,9,0.54,0.14,10,9,68,2
1665,Automotive Parts & Accessories,Engine Oil,Liquid,5.2,4,0.71,0.86,4.48,7,32,4
1666,Clothing & Textiles,Fabric Roll,Solid (Roll Form),9.02,6,0.57,0.19,22.62,5,53,3
1667,Food & Beverages,Flour,Powder,17.48,5,0.79,0.18,15.86,9,12,2
1668,Chemical Products,Solvent,Liquid (Flammable),8.66,5,0.6,0.94,20.14,3,28,3
1669,Clothing & Textiles,Shoes,Solid,13.93,2,0.36,0.22,26.68,8,30,1
1670,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.27,7,0.24,0.15,8.6,4,33,1
1671,Food & Beverages,Juice,Liquid,3.86,5,0.58,0.78,24.47,9,64,2
1672,Chemical Products,Solvent,Liquid (Flammable),7.07,5,0.69,0.96,5.08,7,26,5
1673,E-commerce & Logistics Goods,Books,Solid,0.4,2,0.55,0.11,22.8,3,70,2
1674,Chemical Products,Chemical Powder,Powder,3.46,2,0.75,0.19,18.98,8,34,2
1675,Clothing & Textiles,Jeans,Solid (Flexible),10.68,3,0.42,0.12,28.99,8,42,1
1676,Chemical Products,Chemical Powder,Powder,15.87,5,0.88,0.3,11.06,8,8,4
1677,Pharmaceuticals & Healthcare,Capsules,Solid,1.96,3,0.22,0.1,8.1,7,12,4
1678,E-commerce & Logistics Goods,Toys,Solid,13.6,6,0.26,0.13,4.66,3,64,1
1679,Automotive Parts & Accessories,Engine Part,Solid (Heavy),46.13,1,0.3,0.08,20.66,5,70,1
1680,Clothing & Textiles,Jeans,Solid (Flexible),10.38,4,0.54,0.2,3.73,6,40,2
1681,Automotive Parts & Accessories,Brake Fluid,Liquid,0.72,4,0.43,0.93,31.94,4,62,1
1682,Pharmaceuticals & Healthcare,Powder Medicine,Powder,3,6,0.98,0.3,21.3,4,45,3
1683,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,5.78,2,0.36,0.28,24.45,8,15,4
1684,Chemical Products,Industrial Acid,Liquid (Corrosive),0.51,3,0.58,0.84,32.98,4,50,3
1685,Clothing & Textiles,Fabric Roll,Solid (Roll Form),3.9,6,0.5,0.21,12.65,4,14,3
1686,Electronics & Consumer Goods,Laptop,Solid (Fragile),1.47,9,0.58,0.09,1.61,5,44,2
1687,Agriculture & Raw Materials,Seeds,Granular Solid,12.06,3,0.97,0.22,11.96,5,31,2
1688,Food & Beverages,Biscuits,Fragile Solid,2.66,9,0.28,0.25,3.01,6,17,3
1689,Cosmetics,Serum,Liquid,8.67,5,0.53,0.74,22.03,5,59,3
1690,Pharmaceuticals & Healthcare,Capsules,Solid,5.86,2,0.31,0.24,33.92,6,28,5
1691,E-commerce & Logistics Goods,Books,Solid,0.72,6,0.42,0.26,24.68,4,32,5
1692,E-commerce & Logistics Goods,Books,Solid,6.76,6,0.34,0.08,9.39,4,68,5
1693,Cosmetics,Lotion,Liquid,9.71,3,0.64,0.71,26.49,4,67,5
1694,Cosmetics,Nail Polish,Liquid (Flammable),3.76,4,0.76,0.97,11.13,7,50,1
1695,Pharmaceuticals & Healthcare,Powder Medicine,Powder,11.75,5,0.83,0.07,28.29,7,36,2
1696,Cosmetics,Perfume,Liquid (Volatile),2.39,4,0.53,0.89,4.98,3,16,3
1697,E-commerce & Logistics Goods,Toys,Solid,13.54,2,0.57,0.23,17.4,5,70,3
1698,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),10.2,3,0.46,0.3,11.96,7,44,2
1699,Clothing & Textiles,Fabric Roll,Solid (Roll Form),9.96,2,0.47,0.12,30.48,6,53,1
1700,Automotive Parts & Accessories,Brake Fluid,Liquid,4.5,3,0.61,0.77,12.63,3,70,5
1701,Luxury & Specialty Items,Jewelry,Solid (Fragile),3.74,8,0.51,0.17,5.61,5,43,2
1702,Cosmetics,Lipstick,Solid,8.51,5,0.46,0.14,10.63,9,6,2
1703,Chemical Products,Fertilizer,Granular Solid,23.78,6,0.97,0.26,15.89,5,47,5
1704,Food & Beverages,Juice,Liquid,9.84,3,0.48,0.77,6.77,9,64,2
1705,E-commerce & Logistics Goods,Books,Solid,6.8,6,0.26,0.08,22.21,6,41,2
1706,Cosmetics,Makeup Powder,Powder,5.11,4,0.97,0.06,27.76,8,47,2
1707,Pharmaceuticals & Healthcare,Capsules,Solid,7.38,2,0.38,0.2,9.84,7,38,4
1708,Electronics & Consumer Goods,Smartphone,Solid (Fragile),2.53,7,0.32,0.11,13.66,5,27,2
1709,Chemical Products,Industrial Acid,Liquid (Corrosive),8.46,3,0.77,0.76,31.31,7,29,2
1710,Electronics & Consumer Goods,Smartphone,Solid (Fragile),1.47,8,0.49,0.21,11.89,6,43,3
1711,Cosmetics,Cream,Semi-solid,6.27,6,0.28,0.08,7.28,7,27,3
1712,Automotive Parts & Accessories,Spare Part,Solid,12.07,4,0.56,0.26,11.19,9,23,1
1713,Luxury & Specialty Items,Watch,Solid (Fragile),3.32,8,0.58,0.05,10.69,8,21,1
1714,Luxury & Specialty Items,Premium Perfume,Liquid,5.49,5,0.48,0.95,17.04,4,29,4
1715,E-commerce & Logistics Goods,Books,Solid,12.9,6,0.46,0.21,7.23,7,7,4
1716,Automotive Parts & Accessories,Engine Part,Solid (Heavy),48.39,1,0.49,0.17,33.95,5,61,3
1717,Chemical Products,Industrial Acid,Liquid (Corrosive),0.91,3,0.67,0.86,19.94,8,11,2
1718,Luxury & Specialty Items,Premium Perfume,Liquid,0.81,5,0.41,0.92,18.66,5,62,2
1719,Food & Beverages,Sauce/Ketchup,Viscous Liquid,7.64,3,0.66,0.95,13.08,7,41,1
1720,Cosmetics,Nail Polish,Liquid (Flammable),7.38,4,0.74,0.82,17.28,6,9,5
1721,Electronics & Consumer Goods,Headphones,Solid,7.47,5,0.43,0.25,6.92,6,45,3
1722,Electronics & Consumer Goods,Laptop,Solid (Fragile),3.18,9,0.36,0.06,6.53,5,21,3
1723,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),4.75,4,0.52,0.84,14.44,5,20,3
1724,Automotive Parts & Accessories,Car Battery,Solid (Hazardous),10.29,4,0.3,0.26,26.58,7,11,4
1725,Electronics & Consumer Goods,Tablet,Solid (Fragile),4.04,9,0.37,0.23,6.53,8,51,4
1726,Electronics & Consumer Goods,Headphones,Solid,7.88,2,0.4,0.16,32.06,9,61,1
1727,Agriculture & Raw Materials,Seeds,Granular Solid,18.01,6,0.94,0.13,4.12,4,50,1
1728,Chemical Products,Adhesive,Viscous Liquid,8.73,5,0.74,0.77,6.51,7,70,2
1729,Automotive Parts & Accessories,Brake Fluid,Liquid,9.26,3,0.68,0.86,25.37,6,30,1
1730,Chemical Products,Paint,Liquid,8.88,4,0.7,0.81,20.3,4,61,4
1731,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.23,9,0.45,0.08,3.61,6,20,4
1732,Automotive Parts & Accessories,Spare Part,Solid,9.57,4,0.26,0.19,26.49,9,68,3
1733,Chemical Products,Lubricant,Liquid,9.83,4,0.73,0.91,12.56,4,21,2
1734,Agriculture & Raw Materials,Grains,Granular Solid,0.74,3,0.88,0.05,28.85,6,56,3
1735,Luxury & Specialty Items,Artwork,Highly Fragile Solid,2.23,7,0.35,0.05,19.85,7,33,5
1736,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),3.78,4,0.75,0.83,5.25,6,21,5
1737,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,13.35,6,0.52,0.26,15.16,9,60,2
1738,Agriculture & Raw Materials,Animal Feed,Granular Solid,14.93,5,0.97,0.06,10.24,3,12,2
1739,Agriculture & Raw Materials,Grains,Granular Solid,21.27,2,0.89,0.22,19.56,8,49,5
1740,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,1.41,8,0.6,0.06,3.38,9,25,5
1741,Automotive Parts & Accessories,Engine Oil,Liquid,0.61,3,0.5,1,31.06,8,70,2
1742,Agriculture & Raw Materials,Seeds,Granular Solid,5.13,2,0.83,0.06,24.6,6,8,3
1743,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),1.61,9,0.39,0.28,5.96,9,36,1
1744,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,0.41,6,0.3,0.23,18.78,3,45,2
1745,Clothing & Textiles,Fabric Roll,Solid (Roll Form),1.47,5,0.48,0.14,25.02,4,37,3
1746,Agriculture & Raw Materials,Seeds,Granular Solid,12.44,6,0.83,0.25,8.39,9,14,4
1747,Agriculture & Raw Materials,Grains,Granular Solid,0.85,4,0.97,0.12,21.01,7,19,1
1748,Pharmaceuticals & Healthcare,Ointment,Semi-solid,12.79,2,0.47,0.09,11.53,8,52,4
1749,Agriculture & Raw Materials,Seeds,Granular Solid,20.31,4,0.76,0.12,31.65,8,23,2
1750,Automotive Parts & Accessories,Engine Oil,Liquid,2.72,5,0.64,0.98,11.04,7,69,3
1751,Clothing & Textiles,T-shirt,Solid (Flexible),5.83,4,0.54,0.14,31.51,3,64,5
1752,Pharmaceuticals & Healthcare,Syrup,Liquid,8.1,5,0.75,0.76,17.18,9,29,3
1753,Luxury & Specialty Items,Premium Perfume,Liquid,8.21,3,0.54,0.81,22.08,9,3,5
1754,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,3.79,9,0.55,0.08,4.28,5,8,1
1755,Chemical Products,Industrial Acid,Liquid (Corrosive),8.89,5,0.51,0.79,14.48,3,20,1
1756,Chemical Products,Industrial Acid,Liquid (Corrosive),2.72,4,0.45,0.88,11.72,4,11,4
1757,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),5.21,2,0.34,0.24,37.34,7,20,1
1758,Chemical Products,Paint,Liquid,8.38,4,0.73,0.89,27.84,5,3,3
1759,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,1.98,2,0.24,0.1,36.83,5,35,1
1760,Clothing & Textiles,Fabric Roll,Solid (Roll Form),0.52,5,0.47,0.07,4.52,9,17,4
1761,Pharmaceuticals & Healthcare,Capsules,Solid,6.93,6,0.59,0.25,23.96,7,66,3
1762,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,13.26,6,0.48,0.17,11.79,5,9,3
1763,Clothing & Textiles,Shoes,Solid,5.73,2,0.42,0.17,14.75,7,13,2
1764,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),0.05,9,0.23,0.05,7.1,6,70,5
1765,Electronics & Consumer Goods,Smartphone,Solid (Fragile),3.52,8,0.44,0.22,13.92,5,30,5
1766,Clothing & Textiles,Bedding,Compressible Solid,2.16,5,0.21,0.2,4,5,31,5
1767,Electronics & Consumer Goods,Laptop,Solid (Fragile),0.18,7,0.31,0.2,4.09,4,20,1
1768,Automotive Parts & Accessories,Brake Fluid,Liquid,0.51,4,0.58,0.88,19.4,9,8,5
1769,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),1.78,9,0.31,0.05,6.55,4,24,2
1770,Cosmetics,Makeup Powder,Powder,21.36,5,0.91,0.23,22.57,5,23,3
1771,Electronics & Consumer Goods,Smartphone,Solid (Fragile),1.89,7,0.34,0.25,7.25,7,67,2
1772,Pharmaceuticals & Healthcare,Medical Device,Solid (Fragile),4.66,8,0.31,0.11,4.37,6,59,3
1773,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),6.98,4,0.35,0.06,18.77,3,16,1
1774,Clothing & Textiles,Bedding,Compressible Solid,5.1,4,0.42,0.24,25.58,8,10,4
1775,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),7.22,5,0.56,0.21,7.67,5,45,2
1776,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),1.82,6,0.46,0.12,7.02,5,56,4
1777,E-commerce & Logistics Goods,Toys,Solid,12.3,6,0.36,0.1,15.52,3,50,2
1778,Agriculture & Raw Materials,Seeds,Granular Solid,23.27,2,0.79,0.13,24.08,6,42,2
1779,Chemical Products,Pesticide Powder,Powder,16.21,5,0.83,0.2,21.14,8,6,5
1780,Food & Beverages,Edible Oil,Liquid,7.74,4,0.72,0.92,10.81,5,3,5
1781,Chemical Products,Pesticide Liquid,Liquid,1.99,4,0.68,0.96,33.21,4,26,4
1782,Cosmetics,Cream,Semi-solid,1.77,5,0.45,0.29,8.78,8,35,5
1783,Pharmaceuticals & Healthcare,Capsules,Solid,3.79,4,0.59,0.18,22.17,7,8,5
1784,Cosmetics,Nail Polish,Liquid (Flammable),5.96,3,0.54,0.89,29.22,7,70,2
1785,Clothing & Textiles,Jeans,Solid (Flexible),3.62,2,0.51,0.11,10.07,6,41,5
1786,Pharmaceuticals & Healthcare,Injectable,Liquid (Sterile),5.89,3,0.61,0.87,13.76,9,13,1
1787,Electronics & Consumer Goods,Tablet,Solid (Fragile),1.22,8,0.5,0.05,4.67,3,70,5
1788,Luxury & Specialty Items,Artwork,Highly Fragile Solid,1.16,7,0.35,0.15,13.33,3,59,2
1789,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,0.67,8,0.46,0.19,8.21,7,71,1
1790,Pharmaceuticals & Healthcare,Syrup,Liquid,9.9,3,0.52,0.76,21.15,6,22,5
1791,Chemical Products,Lubricant,Liquid,3.77,5,0.45,0.77,17.68,9,6,4
1792,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),2.24,5,0.45,0.07,28.88,5,45,1
1793,Electronics & Consumer Goods,Home Appliance,Solid,9.73,4,0.34,0.14,11.67,9,31,3
1794,Electronics & Consumer Goods,Laptop,Solid (Fragile),4.7,8,0.46,0.09,6.99,4,67,1
1795,Cosmetics,Lipstick,Solid,0.82,4,0.4,0.27,33.14,3,33,5
1796,Electronics & Consumer Goods,Home Appliance,Solid,9.13,3,0.53,0.17,7.64,4,25,4
1797,Chemical Products,Industrial Acid,Liquid (Corrosive),8.77,5,0.41,0.87,7.66,9,21,2
1798,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,6.37,2,0.26,0.14,12.78,6,69,1
1799,Luxury & Specialty Items,Watch,Solid (Fragile),3.74,8,0.43,0.25,10.2,7,6,3
1800,E-commerce & Logistics Goods,Home Decor,Fragile Solid,1.15,8,0.57,0.18,7.88,3,12,3
1801,Luxury & Specialty Items,Premium Perfume,Liquid,4.21,4,0.7,0.71,31.16,7,20,5
1802,Electronics & Consumer Goods,Smartphone,Solid (Fragile),3.92,9,0.37,0.14,4.88,5,27,3
1803,Cosmetics,Lipstick,Solid,14.01,2,0.23,0.18,17.24,5,19,4
1804,Clothing & Textiles,Fabric Roll,Solid (Roll Form),6.17,4,0.48,0.15,18.53,6,57,3
1805,Agriculture & Raw Materials,Grains,Granular Solid,8.97,5,0.86,0.16,19.9,8,42,4
1806,Chemical Products,Lubricant,Liquid,3.25,4,0.61,1,30.23,7,25,4
1807,Electronics & Consumer Goods,Tablet,Solid (Fragile),3.31,7,0.24,0.23,17.35,9,31,1
1808,Electronics & Consumer Goods,Home Appliance,Solid,4.97,2,0.24,0.12,31.48,4,38,1
1809,Chemical Products,Solvent,Liquid (Flammable),5.8,4,0.54,0.9,14.23,5,54,3
1810,Automotive Parts & Accessories,Engine Oil,Liquid,5.9,5,0.41,0.75,17.69,3,71,4
1811,Pharmaceuticals & Healthcare,Powder Medicine,Powder,6.77,6,0.82,0.16,17.07,3,60,4
1812,Food & Beverages,Snacks,Fragile Solid,2.09,9,0.35,0.08,4.96,6,66,2
1813,Chemical Products,Adhesive,Viscous Liquid,1.38,3,0.43,0.89,20.64,8,11,1
1814,Chemical Products,Industrial Acid,Liquid (Corrosive),4.95,4,0.45,0.73,15.9,7,65,1
1815,Clothing & Textiles,Bedding,Compressible Solid,11.44,3,0.3,0.08,22.45,7,50,1
1816,Agriculture & Raw Materials,Seeds,Granular Solid,17.05,3,0.86,0.06,32.94,9,21,1
1817,E-commerce & Logistics Goods,Books,Solid,6.96,3,0.36,0.07,8.15,6,47,4
1818,Pharmaceuticals & Healthcare,Capsules,Solid,1.44,5,0.43,0.08,7.09,4,67,3
1819,Agriculture & Raw Materials,Animal Feed,Granular Solid,17.21,6,0.89,0.11,24.92,3,37,5
1820,Pharmaceuticals & Healthcare,Capsules,Solid,13.08,2,0.52,0.06,32.72,6,48,2
1821,Electronics & Consumer Goods,Headphones,Solid,2.16,3,0.3,0.24,19.87,3,47,1
1822,Cosmetics,Makeup Powder,Powder,15.5,6,0.77,0.2,13.46,9,20,5
1823,Agriculture & Raw Materials,Raw Cotton,Compressible Solid,1.25,2,0.36,0.28,42.7,8,16,4
1824,Cosmetics,Perfume,Liquid (Volatile),5.09,4,0.76,0.82,8.18,9,4,1
1825,Clothing & Textiles,Bedding,Compressible Solid,5.13,2,0.28,0.23,7.71,9,45,1
1826,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),1.72,2,0.43,0.22,9.12,8,70,4
1827,Agriculture & Raw Materials,Animal Feed,Granular Solid,7.53,6,0.77,0.28,6.15,9,22,4
1828,Food & Beverages,Frozen Food,Solid (Temp-Sensitive),3.79,2,0.58,0.1,39.85,7,6,5
1829,Luxury & Specialty Items,Watch,Solid (Fragile),0.42,8,0.26,0.14,10.24,4,20,2
1830,Food & Beverages,Milk,Liquid,5.05,5,0.8,0.85,21.22,5,35,4
1831,E-commerce & Logistics Goods,Mixed Merchandise,Mixed,14.69,2,0.41,0.07,20.47,8,60,3
1832,Cosmetics,Cream,Semi-solid,12.35,2,0.22,0.2,36.97,6,66,4
1833,Electronics & Consumer Goods,Power Bank,Solid (Battery Risk),7.89,6,0.21,0.24,12.44,3,60,3
1834,Electronics & Consumer Goods,Smartphone,Solid (Fragile),3.34,8,0.48,0.22,7.84,5,59,1
1835,E-commerce & Logistics Goods,Books,Solid,9.8,3,0.36,0.2,29.21,7,31,4
1836,E-commerce & Logistics Goods,Kitchenware,Fragile Solid,2.37,8,0.52,0.08,10.47,3,9,2
1837,Luxury & Specialty Items,Watch,Solid (Fragile),0.73,9,0.34,0.06,5.4,6,37,4
1838,Chemical Products,Pesticide Powder,Powder,8.9,6,0.97,0.24,24.04,4,35,3
1839,Food & Beverages,Sauce/Ketchup,Viscous Liquid,3.37,3,0.57,0.82,26.65,8,44,4
1840,Clothing & Textiles,T-shirt,Solid (Flexible),13.21,5,0.4,0.17,13.98,4,58,3
1841,Cosmetics,Lipstick,Solid,6.32,6,0.23,0.17,9.29,8,63,5
1842,Automotive Parts & Accessories,Engine Part,Solid (Heavy),31.96,1,0.22,0.27,28.35,6,59,3
