material_id,base_category,material_form,tensile_strength_mpa,thickness_mm,weight_capacity_kg,moisture_barrier_score,leakage_resistance_score,biodegradability_score,co2_kg_per_kg,recyclability_percent,cost_per_kg_inr
1306,Sustainable,Mycelium Packaging,14.74,5.75,34.47,0.188,0.244,1,0.295,71.8,122.84
1307,Metal,Aluminum Foil (Thin Gauge),63.15,2.51,77.78,0.959,0.959,0,5.578,100,237.38
1308,Paper,Corrugated Board,36.52,4.89,67.48,0.338,0.243,0.971,1.013,93.5,89.64
1309,Plastic,PET,47.19,2.8,68.59,0.91,1,0.02,2.139,81.5,155.21
1310,Bioplastic,PLA,49.79,3.65,91.75,0.694,0.67,0.865,0.976,63.6,260.62
1311,Metal,Aluminum Rigid (Can Grade),95.36,4.4,195.2,1,1,0,8.252,96.3,240.7
1312,Paper,Kraft Paper,23.97,7.86,94.81,0.308,0.215,0.983,0.689,95.6,68.06
1313,Sustainable,Bagasse,20.59,5.24,34.7,0.337,0.396,0.922,0.428,82.9,87.98
1314,Glass,Borosilicate Glass,73.17,7.88,274.86,1,0.919,0,1.323,90.3,72.21
1315,Plastic,HDPE,24.32,6.55,63.83,0.93,1,0.047,1.806,67.2,175.13
1316,Plastic,HDPE,21.55,6.44,73.23,0.971,1,0.052,1.485,74.8,130.31
1317,Metal,Steel (304 Grade),391.46,3.27,672.24,0.966,1,0,1.971,98.3,130.31
1318,Glass,Soda-Lime Glass,70.32,6.21,157.12,0.969,1,0,0.988,98,69.72
1319,Paper,Molded Pulp,21.3,7,55.55,0.208,0.139,0.969,0.798,75.1,80.51
1320,Plastic,PET,48.27,0.29,6.04,0.967,0.894,0.02,2.114,81.9,170.98
1321,Sustainable,Mycelium Packaging,15.14,3.49,21.63,0.211,0.202,0.971,0.348,65.8,97.94
1322,Metal,Steel (304 Grade),408.95,7.22,1071.56,0.971,0.816,0,2.15,95.4,163.51
1323,Sustainable,Seaweed-based Film,17.5,5.1,46,0.687,0.57,0.949,0.698,65.1,142.76
1324,Sustainable,Bagasse,19.95,6.81,47.7,0.366,0.367,0.965,0.414,83.9,93.79
1325,Paper,Corrugated Board,32.4,3.65,44.32,0.33,0.214,1,0.876,99.1,101.26
1326,Plastic,PP,30.4,0.99,14.59,0.928,0.768,0.04,1.502,77.5,118.69
1327,Sustainable,Bagasse,20.56,4.26,46.29,0.355,0.411,1,0.415,83.9,69.72
1328,Paper,Corrugated Board,30.76,0.36,4.1,0.339,0.207,0.984,0.787,100,98.77
1329,Bioplastic,PLA,49.85,4.79,77.45,0.734,0.683,0.79,1.126,58.8,173.47
1330,Metal,Tinplate (Coated Steel),246.76,6.79,740.11,1,0.998,0,1.652,100,131.14
1331,Paper,Corrugated Board,29.2,7.18,90.94,0.377,0.236,0.885,0.773,100,108.73
1332,Metal,Steel (304 Grade),389.54,5.69,1057.32,1,0.921,0,2.11,96.1,144.42
1333,Paper,Corrugated Board,29.84,6.26,88.81,0.373,0.236,0.933,0.804,100,86.32
1334,Sustainable,Bagasse,19.83,3.27,23.38,0.376,0.393,0.919,0.436,82.3,102.92
1335,Glass,Tempered Glass,79.72,1.72,65.01,1,1,0,1.589,80.3,102.09
1336,Metal,Aluminum Foil (Thin Gauge),64.22,4.18,108.71,1,0.864,0,6.922,96.1,216.63
1337,Plastic,PP,29.95,3.62,32.68,0.903,0.976,0.037,1.544,76.4,161.85
1338,Plastic,PP,27.95,3.9,33.6,0.856,0.848,0.039,1.395,80.1,160.19
1339,Metal,Tinplate (Coated Steel),252.81,2.38,215.46,0.947,0.814,0,2.205,93.3,145.25
1340,Plastic,HDPE,20.59,1.45,9.69,0.942,0.995,0.048,1.402,76.8,188.41
1341,Metal,Aluminum Alloy 3003,110.03,2.59,128.92,1,0.969,0,7.743,99,315.4
1342,Plastic,PP,25.71,1.85,18.33,0.96,0.85,0.038,1.294,82.7,165.17
1343,Glass,Borosilicate Glass,72.77,0.54,14.45,0.926,0.902,0,1.487,85.4,90.47
1344,Paper,Kraft Paper,26.72,4.8,45.09,0.278,0.217,0.998,0.81,89.5,61.42
1345,Metal,Steel (304 Grade),410.63,3.32,625.93,1,0.801,0,1.924,99.1,117.03
1346,Glass,Borosilicate Glass,74.15,3.78,141.15,1,0.807,0,1.222,93.3,89.64
1347,Sustainable,Hemp Fiber Board,27.31,0.62,9.03,0.484,0.409,0.942,0.685,85.7,117.03
1348,Sustainable,Seaweed-based Film,18.21,3.42,21.02,0.646,0.617,1,0.63,69.5,120.35
1349,Paper,Molded Pulp,16.5,5.82,30.68,0.213,0.139,0.906,0.57,88,67.23
1350,Paper,Molded Pulp,17.51,6.93,48.41,0.204,0.147,1,0.598,86.4,85.49
1351,Sustainable,Hemp Fiber Board,27.9,2.09,21.68,0.421,0.485,0.969,0.723,83.9,133.63
1352,Metal,Tinplate (Coated Steel),243.6,3.23,419.44,0.964,0.844,0,2.429,89.3,127.82
1353,Glass,Soda-Lime Glass,71.7,3.27,116.82,1,0.965,0,0.931,100,48.97
1354,Sustainable,Seaweed-based Film,18.09,3.64,33.05,0.65,0.648,0.944,0.579,72.8,120.35
1355,Glass,Tempered Glass,80.76,7.43,195.11,0.995,0.844,0,1.349,87.1,92.13
1356,Sustainable,Bagasse,20.1,5.24,44.14,0.349,0.332,1,0.451,81.1,71.38
1357,Metal,Aluminum Rigid (Can Grade),96.92,3.07,90.64,1,1,0,6.093,100,196.71
1358,Metal,Aluminum Alloy 3003,112.3,4.3,191.56,0.965,0.831,0,8.122,97,243.19
1359,Metal,Aluminum Foil (Thin Gauge),66.34,1.84,53.83,0.923,0.904,0,7.28,94,268.09
1360,Glass,Soda-Lime Glass,68.13,7.91,207.34,0.925,0.914,0,0.88,100,43.99
1361,Bioplastic,PLA,48.67,5.78,137.56,0.668,0.788,0.909,0.96,64.1,310.42
1362,Plastic,PET,46.87,0.58,13.1,0.833,0.985,0.019,2.034,83.4,137.78
1363,Glass,Soda-Lime Glass,70.16,5.81,217.95,1,1,0,0.878,100,44.82
1364,Metal,Tinplate (Coated Steel),245.76,1.53,188.19,1,0.869,0,2.332,91,156.87
1365,Metal,Steel (304 Grade),403.09,5.24,815.66,0.936,1,0,2.074,96.7,123.67
1366,Paper,Kraft Paper,26.02,7.76,66.71,0.279,0.16,0.905,0.777,91.1,64.74
1367,Metal,Steel (304 Grade),408.07,0.6,72.97,1,0.803,0,2.194,94.7,158.53
1368,Metal,Aluminum Alloy 3003,106.9,3.97,163.58,0.989,1,0,8.658,94.2,257.3
1369,Plastic,HDPE,19.91,5.55,37.29,1,0.973,0.052,1.42,76.4,117.03
1370,Plastic,PET,47.26,1.73,34.59,0.853,1,0.022,2.039,83.3,129.48
1371,Plastic,PET,38.33,3.4,50.85,0.851,0.856,0.021,1.661,90.1,198.37
1372,Metal,Aluminum Foil (Thin Gauge),63.22,0.43,9.62,0.979,0.904,0,6.813,96.7,208.33
1373,Sustainable,Seaweed-based Film,18,6.86,57.72,0.695,0.668,0.954,0.6,71.4,146.91
1374,Sustainable,Seaweed-based Film,18.21,4.92,47.66,0.697,0.709,0.965,0.568,73.5,145.25
1375,Metal,Aluminum Rigid (Can Grade),95.75,5.37,223.8,0.995,0.914,0,6.406,100,257.3
1376,Paper,Kraft Paper,22.04,4.07,36.42,0.3,0.188,0.883,0.625,98.8,57.27
1377,Metal,Aluminum Alloy 3003,110.27,6.22,321.08,1,1,0,7.75,98.9,224.93
1378,Metal,Aluminum Rigid (Can Grade),93.71,1.94,57.25,1,1,0,7.15,100,226.59
1379,Sustainable,Seaweed-based Film,18.22,4.02,35.3,0.605,0.766,0.973,0.691,65.6,150.23
1380,Sustainable,Mycelium Packaging,15.1,7.22,56.45,0.203,0.201,0.966,0.275,74.1,102.92
1381,Sustainable,Mycelium Packaging,15.3,5.57,40.84,0.197,0.2,1,0.309,70.3,106.24
1382,Paper,Molded Pulp,16.77,7.84,48.41,0.199,0.146,0.997,0.596,86.5,58.93
1383,Metal,Aluminum Foil (Thin Gauge),63.98,2.77,71.55,0.951,0.844,0,5.869,100,278.88
1384,Metal,Aluminum Foil (Thin Gauge),64.49,4.49,144.18,0.945,0.943,0,7.424,93.2,308.76
1385,Metal,Steel (304 Grade),403.15,7.24,1138.3,0.994,0.904,0,2.782,85.3,161.02
1386,Glass,Borosilicate Glass,74.81,6.69,248.84,1,0.893,0,1.166,95,87.15
1387,Metal,Tinplate (Coated Steel),248.76,0.62,74.65,1,0.905,0,2.269,92.2,111.22
1388,Metal,Tinplate (Coated Steel),246.8,1.89,186.16,1,0.856,0,1.656,100,142.76
1389,Sustainable,Seaweed-based Film,17.75,7.92,61.7,0.701,0.585,0.927,0.591,72,124.5
1390,Glass,Soda-Lime Glass,68.95,4.96,159.58,0.961,1,0,0.898,100,44.82
1391,Plastic,PP,33.46,6.04,91.78,0.966,0.84,0.037,1.719,72,123.67
1392,Bioplastic,PLA,48.87,1.01,22.32,0.698,0.781,0.844,1.034,61.8,319.55
1393,Plastic,PP,28.51,3.88,54.48,0.958,0.959,0.037,1.417,79.6,150.23
1394,Metal,Aluminum Alloy 3003,110.67,6.15,249.45,0.992,0.941,0,8.105,97.1,251.49
1395,Glass,Soda-Lime Glass,71.61,1.65,64.18,1,1,0,1.079,94.6,63.91
1396,Plastic,PET,48.13,3.96,58.81,0.934,0.851,0.019,2.165,81,180.11
1397,Metal,Tinplate (Coated Steel),253.16,4.35,565.76,1,0.939,0,1.857,99.6,151.06
1398,Plastic,PP,29.79,4.17,54.07,0.979,0.952,0.038,1.518,77.1,149.4
1399,Metal,Tinplate (Coated Steel),245.41,1.58,141.24,0.958,0.924,0,2.383,90.1,148.57
1400,Glass,Tempered Glass,81.89,2.88,93.88,0.997,1,0,1.151,92.6,88.81
1401,Sustainable,Seaweed-based Film,18.36,1.59,8.86,0.7,0.614,0.951,0.466,80,143.59
1402,Sustainable,Mycelium Packaging,15.02,4.92,26.3,0.211,0.211,0.993,0.288,72.5,116.2
1403,Metal,Aluminum Alloy 3003,107.69,6.4,225.11,1,1,0,7.468,100,241.53
1404,Plastic,PP,29.88,3.01,28.24,0.847,0.998,0.042,1.454,78.7,146.91
1405,Metal,Aluminum Alloy 3003,110,6.13,279.46,1,1,0,7.778,98.8,264.77
1406,Sustainable,Hemp Fiber Board,27.9,1.43,19.38,0.422,0.448,0.974,0.627,88.7,87.15
1407,Sustainable,Hemp Fiber Board,27.81,2.7,29.15,0.453,0.547,0.91,0.893,75.4,105.41
1408,Sustainable,Seaweed-based Film,18.17,1.06,6.63,0.676,0.749,0.904,0.583,72.5,132.8
1409,Metal,Aluminum Rigid (Can Grade),95.71,2.63,90.17,1,0.979,0,5.658,100,249
1410,Sustainable,Bagasse,20.41,2.26,14.34,0.332,0.39,0.976,0.459,80.5,82.17
1411,Metal,Steel (304 Grade),393.74,2.51,311.8,1,1,0,2.057,96.9,134.46
1412,Metal,Tinplate (Coated Steel),251.22,0.43,41.14,1,0.905,0,2.433,89.2,153.55
1413,Sustainable,Seaweed-based Film,18.2,5.69,55.24,0.647,0.614,0.934,0.592,72,111.22
1414,Metal,Aluminum Rigid (Can Grade),96.79,1.83,79.26,1,0.938,0,5.926,100,180.11
1415,Glass,Soda-Lime Glass,68.02,2.04,59.72,0.945,0.856,0,1.019,96.8,57.27
1416,Glass,Soda-Lime Glass,69.89,7.66,226.33,1,1,0,1.091,94.1,60.59
1417,Glass,Borosilicate Glass,74.52,3.63,100.23,1,0.938,0,1.369,88.9,68.06
1418,Metal,Steel (304 Grade),388.15,2,375.67,1,0.991,0,2.112,96.1,161.85
1419,Bioplastic,PLA,48.71,6.36,129.63,0.678,0.605,0.829,1.229,55.5,166
1420,Bioplastic,PLA,48.52,3.1,68.43,0.735,0.619,0.91,1.166,57.5,166.83
1421,Sustainable,Seaweed-based Film,17.86,3.66,20,0.669,0.766,1,0.493,78.3,146.08
1422,Paper,Corrugated Board,38.38,6.46,82.14,0.331,0.264,0.909,1.025,93.1,119.52
1423,Sustainable,Seaweed-based Film,18.09,6.05,55.36,0.677,0.609,0.915,0.537,75.5,153.55
1424,Metal,Steel (304 Grade),391.15,6.74,1020.4,1,0.873,0,2.384,91.7,175.96
1425,Sustainable,Seaweed-based Film,18.2,4.87,48.26,0.681,0.679,0.933,0.618,70.3,115.37
1426,Plastic,PP,31.21,1.51,21.41,0.952,0.974,0.042,1.524,76.9,142.76
1427,Paper,Kraft Paper,25.59,2.75,38.02,0.277,0.182,0.919,0.723,93.8,76.36
1428,Paper,Molded Pulp,19.61,7.35,76.62,0.211,0.138,0.978,0.684,81.5,64.74
1429,Plastic,HDPE,19.6,0.77,8.19,0.957,1,0.047,1.351,78,198.37
1430,Glass,Soda-Lime Glass,69.07,3.49,76.81,1,1,0,0.912,100,52.29
1431,Bioplastic,PLA,50.37,7.53,192.36,0.653,0.629,0.787,1.13,58.7,159.36
1432,Glass,Borosilicate Glass,73.27,2.95,104.37,0.932,0.826,0,1.233,93,72.21
1433,Plastic,PET,41.57,0.75,9.24,0.847,0.921,0.021,1.809,87.4,257.3
1434,Metal,Tinplate (Coated Steel),243.69,6.49,527.27,1,1,0,2.4,89.8,126.99
1435,Paper,Molded Pulp,21.87,2.49,29.68,0.195,0.147,0.942,0.791,75.5,71.38
1436,Sustainable,Mycelium Packaging,14.75,3.74,23.33,0.19,0.25,0.989,0.378,62.4,112.05
1437,Plastic,PP,32.72,0.32,5.1,0.924,0.928,0.038,1.721,72,146.91
1438,Paper,Molded Pulp,16.21,2.54,21.98,0.196,0.127,1,0.555,88.8,77.19
1439,Metal,Aluminum Alloy 3003,111.34,3.38,180.77,1,0.828,0,6.396,100,273.07
1440,Metal,Aluminum Alloy 3003,109.66,3.8,174.36,0.923,1,0,6.678,100,295.48
1441,Sustainable,Bagasse,19.95,1.48,14.35,0.335,0.351,0.945,0.526,75.6,111.22
1442,Sustainable,Hemp Fiber Board,27.8,2.08,26.4,0.422,0.523,0.898,0.816,79.2,124.5
1443,Paper,Corrugated Board,39.89,0.83,13.41,0.349,0.274,1,1.082,90.8,123.67
1444,Glass,Soda-Lime Glass,67.99,2,58.99,0.956,0.963,0,1.045,95.8,58.1
1445,Sustainable,Seaweed-based Film,18.35,5.4,50.19,0.617,0.746,0.956,0.563,73.8,155.21
1446,Paper,Molded Pulp,16.03,7.3,34.82,0.213,0.129,1,0.542,89.5,61.42
1447,Sustainable,Bagasse,19.92,5.53,47.59,0.342,0.338,0.905,0.44,82,83
1448,Metal,Tinplate (Coated Steel),245.04,3.32,414.69,0.936,1,0,2.003,96.9,146.08
1449,Glass,Tempered Glass,78.14,5.21,180.35,1,0.898,0,1.258,89.6,95.45
1450,Plastic,PP,24.61,0.62,5.63,0.859,0.903,0.04,1.201,85,206.67
1451,Glass,Soda-Lime Glass,71.34,6.34,135.77,0.932,0.982,0,0.87,100,58.1
1452,Sustainable,Bagasse,19.79,2.2,20.14,0.347,0.358,0.996,0.556,73.3,83
1453,Glass,Tempered Glass,80.98,3.55,89.86,1,1,0,1.172,92,107.07
1454,Plastic,PET,39.11,2.51,38.49,0.946,0.808,0.021,1.733,88.8,178.45
1455,Sustainable,Seaweed-based Film,18.18,3.8,37.7,0.601,0.571,0.963,0.67,66.9,161.85
1456,Plastic,HDPE,19.62,3.29,25.43,1,0.955,0.052,1.326,78.6,233.23
1457,Plastic,PET,47.27,7.54,164.29,0.917,0.894,0.021,2.133,81.6,138.61
1458,Glass,Borosilicate Glass,74.22,0.9,30.16,1,1,0,1.247,92.6,80.51
1459,Metal,Aluminum Alloy 3003,108.71,6.61,265.26,0.995,0.885,0,5.86,100,200.86
1460,Glass,Borosilicate Glass,74.11,5.32,143.07,1,1,0,1.452,86.4,71.38
1461,Sustainable,Hemp Fiber Board,28,3.35,44.52,0.418,0.529,0.942,0.787,80.7,114.54
1462,Paper,Kraft Paper,21.43,5.04,45.22,0.298,0.16,0.905,0.604,99.8,71.38
1463,Glass,Tempered Glass,79.85,7.89,239.95,0.97,0.863,0,1.1,94.1,90.47
1464,Glass,Borosilicate Glass,74.47,4.51,161.66,1,0.84,0,1.143,95.7,68.06
1465,Glass,Borosilicate Glass,76.35,1.91,54.65,0.943,1,0,1.219,93.4,80.51
1466,Sustainable,Bagasse,19.61,3.31,24.73,0.335,0.426,1,0.445,81.6,86.32
1467,Paper,Kraft Paper,23.63,3.31,42.68,0.277,0.163,0.996,0.683,95.9,68.06
1468,Metal,Steel (304 Grade),410.67,4.97,968.62,1,0.899,0,2.37,91.9,138.61
1469,Glass,Borosilicate Glass,74.78,4.18,138.38,0.972,0.885,0,1.135,95.9,89.64
1470,Sustainable,Seaweed-based Film,18.1,0.32,2.13,0.67,0.675,0.985,0.489,78.5,145.25
1471,Metal,Aluminum Alloy 3003,110.61,1.77,84.43,1,0.9,0,7.687,99.2,241.53
1472,Plastic,PET,46.36,7.11,129.31,0.928,1,0.021,2.058,83,135.29
1473,Metal,Aluminum Alloy 3003,109.25,4.09,236.33,1,0.945,0,6.803,100,222.44
1474,Metal,Aluminum Rigid (Can Grade),93.05,5.57,248.64,0.931,0.889,0,8.378,95.6,226.59
1475,Sustainable,Hemp Fiber Board,28.84,2.46,37.1,0.418,0.435,0.926,0.761,82,139.44
1476,Metal,Steel (304 Grade),394.86,4.79,632.05,1,0.873,0,2.343,92.3,172.64
1477,Plastic,HDPE,24.84,1.57,14.96,0.912,0.791,0.048,1.86,65.9,170.15
1478,Sustainable,Seaweed-based Film,18.44,0.68,4.28,0.648,0.613,0.905,0.648,68.3,115.37
1479,Glass,Borosilicate Glass,72.9,4.43,108.55,0.939,1,0,1.193,94.2,83
1480,Sustainable,Bagasse,19.52,7.34,61.21,0.352,0.372,0.906,0.484,78.7,78.02
1481,Glass,Borosilicate Glass,73.12,6.15,217.8,0.922,0.916,0,1.309,90.7,92.96
1482,Plastic,PET,46.38,2.89,51.11,0.904,0.967,0.02,2.058,83,161.85
1483,Metal,Aluminum Rigid (Can Grade),97.78,4.94,190.18,1,1,0,6.358,100,227.42
1484,Paper,Molded Pulp,17.23,6.57,59.99,0.197,0.157,0.921,0.596,86.5,66.4
1485,Metal,Aluminum Rigid (Can Grade),94.99,5.4,242.19,0.934,0.827,0,7.354,100,258.13
1486,Metal,Tinplate (Coated Steel),250.44,7.06,631.46,1,0.91,0,2.37,90.3,167.66
1487,Sustainable,Seaweed-based Film,17.62,6,34.71,0.675,0.628,0.93,0.687,65.8,161.02
1488,Bioplastic,PLA,48.51,3.44,71.19,0.675,0.658,0.829,1.257,54.6,190.07
1489,Sustainable,Bagasse,19.57,2.64,17.91,0.354,0.323,1,0.477,79.2,76.36
1490,Plastic,PP,29.45,5.71,53.98,0.965,0.899,0.042,1.446,78.9,127.82
1491,Metal,Steel (304 Grade),410.02,5.56,1100.06,1,1,0,1.984,98.1,147.74
1492,Paper,Corrugated Board,38.01,1.6,31.46,0.338,0.229,0.998,1.041,92.4,109.56
1493,Paper,Molded Pulp,19.29,3.6,35.52,0.192,0.15,0.978,0.692,81.1,61.42
1494,Paper,Kraft Paper,26.35,1.64,17.3,0.313,0.187,0.943,0.761,91.9,70.55
1495,Glass,Soda-Lime Glass,68.91,2.23,45.66,1,0.929,0,0.985,98,66.4
1496,Metal,Tinplate (Coated Steel),244.9,7.85,903.89,0.996,0.819,0,2.443,89,148.57
1497,Metal,Aluminum Foil (Thin Gauge),63.36,3.77,103.57,1,0.938,0,7.261,94.2,221.61
1498,Paper,Molded Pulp,15.97,7.08,52.43,0.205,0.157,1,0.555,88.8,61.42
1499,Sustainable,Bagasse,20.35,6.71,56.45,0.328,0.403,1,0.426,83,78.02
1500,Metal,Tinplate (Coated Steel),255.89,5.96,588.93,1,0.874,0,2.486,88.3,114.54
1501,Metal,Tinplate (Coated Steel),257.16,2.07,229.3,1,1,0,1.718,100,128.65
1502,Glass,Borosilicate Glass,74.04,1.3,44.74,1,0.867,0,1.009,99.7,68.06
1503,Sustainable,Seaweed-based Film,18.33,1.99,13.93,0.688,0.605,1,0.697,65.2,127.82
1504,Plastic,PP,27.43,4.64,66.33,0.902,0.774,0.043,1.341,81.5,148.57
1505,Glass,Tempered Glass,78.59,5.42,226.08,1,1,0,1.2,91.2,79.68
1506,Glass,Borosilicate Glass,77.07,2.84,68.46,0.931,0.847,0,1.028,99.2,67.23
1507,Sustainable,Hemp Fiber Board,27.78,4.97,73.5,0.467,0.525,0.972,0.643,87.8,87.98
1508,Paper,Corrugated Board,36.6,0.81,13.03,0.374,0.273,0.956,0.991,94.5,115.37
1509,Paper,Kraft Paper,25.92,0.98,8.15,0.282,0.164,0.928,0.747,92.7,55.61
1510,Metal,Steel (304 Grade),402.59,1.56,341.21,0.946,0.99,0,2.747,85.8,154.38
1511,Metal,Aluminum Rigid (Can Grade),94.16,2.24,108.25,0.926,1,0,7.392,100,265.6
1512,Plastic,PET,45.17,1.17,22.68,0.83,0.984,0.021,1.925,85.3,160.19
1513,Sustainable,Mycelium Packaging,15.36,6.18,37,0.213,0.209,1,0.38,62.3,100.43
1514,Plastic,HDPE,21.78,2.62,25.57,0.911,0.81,0.05,1.56,73,173.47
1515,Metal,Aluminum Foil (Thin Gauge),65.5,7.92,200.33,1,0.952,0,6.019,100,244.02
1516,Metal,Tinplate (Coated Steel),244.43,3.1,277.61,1,1,0,1.953,97.8,110.39
1517,Paper,Molded Pulp,21.31,0.69,6.2,0.196,0.133,1,0.789,75.6,94.62
1518,Plastic,PP,34.08,0.24,3.61,0.958,0.955,0.041,1.696,72.6,141.1
1519,Paper,Corrugated Board,38.05,7.93,164.51,0.367,0.223,1,1.023,93.2,92.96
1520,Metal,Tinplate (Coated Steel),257.46,2.44,316.78,0.965,0.85,0,1.803,100,139.44
1521,Paper,Molded Pulp,18.47,7.81,60.39,0.191,0.156,0.959,0.666,82.5,72.21
1522,Plastic,PP,27.86,0.7,7.38,0.865,0.878,0.039,1.411,79.7,151.89
1523,Metal,Aluminum Alloy 3003,110.04,2.21,96.07,0.992,0.991,0,6.991,100,258.13
1524,Plastic,PET,39.87,4.11,64.5,0.857,1,0.02,1.722,89,196.71
1525,Metal,Aluminum Rigid (Can Grade),95.08,1.2,58.37,0.945,0.806,0,7.358,100,205.84
1526,Glass,Tempered Glass,80.6,2.34,81.64,0.955,0.816,0,1.098,94.1,105.41
1527,Metal,Tinplate (Coated Steel),253.91,2.44,313.82,1,0.847,0,2.282,91.9,128.65
1528,Sustainable,Seaweed-based Film,17.72,0.49,4.54,0.598,0.654,1,0.682,66.2,130.31
1529,Bioplastic,PLA,49.26,1.71,30.47,0.715,0.637,0.792,0.99,63.2,216.63
1530,Glass,Tempered Glass,79.99,5.5,215.48,1,0.813,0,1.216,90.8,100.43
1531,Plastic,PET,47.03,2.09,50.6,0.955,0.928,0.019,2.078,82.6,191.73
1532,Bioplastic,PLA,50.71,6,105.22,0.668,0.722,0.798,1.267,54.3,191.73
1533,Sustainable,Mycelium Packaging,14.98,2.01,14.92,0.207,0.236,0.932,0.293,72,95.45
1534,Glass,Soda-Lime Glass,71.81,3.76,134.28,0.924,0.96,0,1.05,95.6,68.89
1535,Plastic,PP,26.92,6.37,50.59,0.918,1,0.04,1.328,81.8,195.88
1536,Sustainable,Bagasse,20.23,1.4,8.34,0.371,0.424,0.941,0.57,72.2,86.32
1537,Metal,Tinplate (Coated Steel),248.78,2.25,174.05,0.936,1,0,2.322,91.2,136.95
1538,Glass,Borosilicate Glass,74.21,4.35,128.55,1,0.947,0,1.379,88.6,95.45
1539,Glass,Borosilicate Glass,73.53,1.84,47.71,1,0.834,0,1.378,88.7,84.66
1540,Plastic,HDPE,25.26,5.05,50.02,0.915,0.77,0.053,1.832,66.6,179.28
1541,Metal,Tinplate (Coated Steel),251.16,0.84,102.45,0.949,0.915,0,2.395,89.9,126.16
1542,Metal,Steel (304 Grade),411.38,7.27,986.66,1,1,0,1.985,98.1,158.53
1543,Paper,Molded Pulp,15.96,1.87,9.17,0.194,0.165,0.965,0.558,88.6,69.72
1544,Plastic,PP,25.86,0.2,2.78,0.925,1,0.039,1.296,82.6,225.76
1545,Paper,Kraft Paper,30.18,1.19,14.13,0.316,0.179,0.9,0.883,85.9,68.89
1546,Plastic,PP,32.71,5.49,68.64,0.973,0.955,0.039,1.673,73.2,150.23
1547,Glass,Soda-Lime Glass,71.09,4.63,158.69,0.965,0.934,0,0.968,98.7,59.76
1548,Metal,Aluminum Rigid (Can Grade),94.78,6.22,258.18,0.976,0.933,0,7.228,100,236.55
1549,Sustainable,Mycelium Packaging,14.57,3.26,21.58,0.208,0.22,1,0.392,60.8,94.62
1550,Plastic,HDPE,19.38,6.05,63.94,1,0.859,0.053,1.388,77.1,167.66
1551,Bioplastic,PLA,50.3,2.07,49.44,0.692,0.65,0.824,1.335,52.1,234.89
1552,Metal,Aluminum Rigid (Can Grade),93.38,3.35,127.78,0.95,1,0,6.511,100,211.65
1553,Sustainable,Hemp Fiber Board,27.89,1.08,15.1,0.476,0.483,1,0.691,85.5,111.22
1554,Paper,Kraft Paper,29.97,6.63,68.77,0.299,0.183,0.89,0.889,85.6,64.74
1555,Plastic,HDPE,22.4,0.74,5.15,0.944,1,0.048,1.6,72.1,180.11
1556,Plastic,PET,51.8,1.65,37.36,0.931,0.791,0.019,2.306,78.5,201.69
1557,Plastic,PET,39.23,7.58,146.5,0.853,1,0.019,1.7,89.4,221.61
1558,Sustainable,Hemp Fiber Board,27.21,5.11,61.14,0.459,0.495,0.893,0.601,89.9,126.99
1559,Paper,Corrugated Board,36.52,0.6,10.14,0.375,0.245,0.879,0.998,94.2,96.28
1560,Paper,Molded Pulp,21.75,0.39,3.54,0.21,0.144,1,0.774,76.4,82.17
1561,Sustainable,Bagasse,20.43,6.68,58.88,0.344,0.354,1,0.586,71,105.41
1562,Paper,Corrugated Board,33.97,5.67,77.69,0.349,0.263,1,0.929,97,102.92
1563,Paper,Kraft Paper,25.26,6.04,74.11,0.314,0.165,1,0.752,92.4,55.61
1564,Paper,Corrugated Board,35.01,0.96,12.54,0.324,0.232,0.885,0.927,97.1,103.75
1565,Plastic,PP,33.64,6.03,69.81,0.851,1,0.043,1.742,71.4,170.98
1566,Metal,Aluminum Rigid (Can Grade),95.62,0.91,46.17,0.999,1,0,7.279,100,188.41
1567,Glass,Tempered Glass,81,4.16,166.97,0.924,1,0,1.259,89.6,92.13
1568,Paper,Molded Pulp,20.58,7.81,68.09,0.185,0.146,1,0.724,79.3,83
1569,Metal,Steel (304 Grade),401.02,2.52,498.57,0.984,0.828,0,2.779,85.3,166
1570,Bioplastic,PLA,50.68,6.36,113.56,0.745,0.734,0.911,1.018,62.3,315.4
1571,Plastic,PET,40.35,0.27,5.22,0.95,0.997,0.021,1.779,88,245.68
1572,Metal,Aluminum Alloy 3003,112.13,7.74,460.87,0.932,1,0,7.228,100,212.48
1573,Metal,Aluminum Alloy 3003,109.02,4.35,250.89,1,1,0,6.233,100,299.63
1574,Metal,Tinplate (Coated Steel),247.45,6.7,864.7,1,0.866,0,2.359,90.5,132.8
1575,Plastic,HDPE,22.83,1.52,11.01,0.991,0.852,0.047,1.652,70.9,166
1576,Paper,Kraft Paper,29.21,3.18,39.46,0.291,0.188,1,0.869,86.5,68.89
1577,Plastic,PET,42.09,7.18,137.29,0.957,0.896,0.02,1.785,87.9,249
1578,Glass,Borosilicate Glass,73.64,2,49.87,1,0.864,0,1.133,96,81.34
1579,Paper,Kraft Paper,30.07,7.35,95.26,0.284,0.2,0.957,0.878,86.1,78.85
1580,Glass,Borosilicate Glass,73.04,2.04,71.07,1,0.9,0,1.047,98.6,74.7
1581,Metal,Tinplate (Coated Steel),249.26,1.59,126.93,0.96,1,0,1.767,100,101.26
1582,Metal,Aluminum Alloy 3003,111.38,7.4,281.59,1,1,0,8.007,97.6,242.36
