product_id,product_category_name,product_weight_kg,product_volume_inch,length_inch,width_inch,height_inch,final_category
P005057,Packaged Snack Box,0.47,875.63,8.96,11.43,8.55,Food & Beverages
P005058,Personal Care Product,0.78,109.41,6.03,4.2,4.32,Personal Care
P005059,Personal Care Product,0.91,766.67,11.31,7.01,9.67,Personal Care
P005060,Cosmetic Kit,2.13,326.79,5.61,9.79,5.95,Cosmetics & Beauty
P005061,Industrial Equipment Part,60.93,9775.39,8.91,42.1,26.06,Industrial Goods
P005062,Packaged Snack Box,1.61,244.29,4.3,7.34,7.74,Food & Beverages
P005063,Medicine Box,0.58,58.98,3.44,5.64,3.04,Pharmaceuticals
P005064,Packaged Snack Box,1.27,589.7,10.26,8.63,6.66,Food & Beverages
P005065,Toy Action Figure,1.32,332.64,10.01,5.7,5.83,Toys
P005066,Toy Action Figure,1.48,323.02,7.71,7.73,5.42,Toys
P005067,Toy Action Figure,1.17,74.37,11.82,2.2,2.86,Toys
P005068,Packaged Snack Box,0.41,124.9,4.93,6.96,3.64,Food & Beverages
P005069,Folded Apparel,2.78,180.08,8.48,10.89,1.95,Apparel & Fashion
P005070,Cosmetic Kit,0.22,288.84,9.58,6.03,5,Cosmetics & Beauty
P005071,Industrial Equipment Part,52.74,9410.94,36.27,25.69,10.1,Industrial Goods
P005072,Industrial Equipment Part,76.25,7813.37,34.74,15.3,14.7,Industrial Goods
P005073,Industrial Equipment Part,35.15,14195.98,11.36,39.26,31.83,Industrial Goods
P005074,Folded Apparel,2.27,982.85,16.81,12.44,4.7,Apparel & Fashion
P005075,Industrial Equipment Part,61.51,6642.57,43.77,14.17,10.71,Industrial Goods
P005076,Folded Apparel,1.37,467.89,12.81,7.19,5.08,Apparel & Fashion
P005077,Folded Apparel,3.11,638.7,12.63,10.47,4.83,Apparel & Fashion
P005078,Home Utility Item,6.88,6746.28,19.82,16.62,20.48,Home & Living
P005079,Industrial Equipment Part,49.14,19897.68,31.62,42.29,14.88,Industrial Goods
P005080,Folded Apparel,3.74,163.72,11.88,9.57,1.44,Apparel & Fashion
P005081,Home Utility Item,12.52,7811.82,33.73,11.21,20.66,Home & Living
P005082,Cosmetic Kit,1.27,131.9,3.64,5.29,6.85,Cosmetics & Beauty
P005083,Folded Apparel,3.22,169.01,8.1,7.22,2.89,Apparel & Fashion
P005084,Industrial Equipment Part,76.46,32082.79,56.69,41.43,13.66,Industrial Goods
P005085,Home Utility Item,19.2,9014.26,20.22,29.9,14.91,Home & Living
P005086,Industrial Equipment Part,12.53,6164.45,15.83,12.12,32.13,Industrial Goods
P005087,Folded Apparel,0.4,226.91,11.84,9.93,1.93,Apparel & Fashion
P005088,Cosmetic Kit,0.25,243.35,4.61,7.95,6.64,Cosmetics & Beauty
P005089,Cosmetic Kit,2.66,161.52,6.6,6.44,3.8,Cosmetics & Beauty
P005090,Industrial Equipment Part,26.9,29099.42,19.21,46.84,32.34,Industrial Goods
P005091,Personal Care Product,1.66,247.88,9.08,5.25,5.2,Personal Care
P005092,Medicine Box,0.89,23.65,5.51,4.25,1.01,Pharmaceuticals
P005093,Packaged Snack Box,3.79,325.73,12.5,5.05,5.16,Food & Beverages
P005094,Folded Apparel,3.88,451.7,14.39,13.53,2.32,Apparel & Fashion
P005095,Consumer Electronic Device,24.06,631.42,24.94,12.29,2.06,Electronics
P005096,Folded Apparel,0.77,155.52,16,7.42,1.31,Apparel & Fashion
P005097,Medicine Box,0.18,74.36,4.25,4.86,3.6,Pharmaceuticals
P005098,Personal Care Product,1.1,144.62,3.75,5.87,6.57,Personal Care
P005099,Personal Care Product,0.7,159.14,6.68,6.14,3.88,Personal Care
P005100,Toy Action Figure,1.38,269.95,7.89,5.76,5.94,Toys
P005101,Industrial Equipment Part,57.11,27393.7,52.87,26.93,19.24,Industrial Goods
P005102,Consumer Electronic Device,1.38,9455.43,43.15,20.81,10.53,Electronics
P005103,Cosmetic Kit,2.77,71.7,4.43,3.67,4.41,Cosmetics & Beauty
P005104,Toy Action Figure,0.84,39.07,3.34,2.91,4.02,Toys
P005105,Medicine Box,0.33,121.27,7.5,4.62,3.5,Pharmaceuticals
P005106,Personal Care Product,1,232.99,8.56,3.1,8.78,Personal Care
P005107,Personal Care Product,1.62,425.35,8.55,5.15,9.66,Personal Care
P005108,Personal Care Product,0.69,218.1,11.13,5.52,3.55,Personal Care
P005109,Medicine Box,0.17,95.39,5.4,5.59,3.16,Pharmaceuticals
P005110,Home Utility Item,17.84,1261.31,8.61,20.29,7.22,Home & Living
P005111,Packaged Snack Box,4.06,299.65,8.01,8.7,4.3,Food & Beverages
P005112,Medicine Box,0.84,36.57,3.55,5.99,1.72,Pharmaceuticals
P005113,Folded Apparel,1.15,366.45,10.46,10.88,3.22,Apparel & Fashion
P005114,Consumer Electronic Device,1.27,1901.69,22.45,13.51,6.27,Electronics
P005115,Home Utility Item,10.45,1633.49,8.94,15.93,11.47,Home & Living
P005116,Consumer Electronic Device,10.64,889.15,14.78,11.12,5.41,Electronics
P005117,Cosmetic Kit,0.52,349.67,5.84,9.24,6.48,Cosmetics & Beauty
P005118,Toy Action Figure,1.28,131.5,3.07,7.76,5.52,Toys
P005119,Industrial Equipment Part,37.53,3281,32.32,24.76,4.1,Industrial Goods
P005120,Packaged Snack Box,4.28,395.68,13.71,4.67,6.18,Food & Beverages
P005121,Cosmetic Kit,2.41,356.01,8.67,9.8,4.19,Cosmetics & Beauty
P005122,Toy Action Figure,1.13,133.54,8.67,4.22,3.65,Toys
P005123,Packaged Snack Box,0.47,539.96,12.71,7.35,5.78,Food & Beverages
P005124,Folded Apparel,1.06,576.91,9.88,12.89,4.53,Apparel & Fashion
P005125,Folded Apparel,2.21,342.91,9.77,11.47,3.06,Apparel & Fashion
P005126,Personal Care Product,0.17,177.87,9.65,5.87,3.14,Personal Care
P005127,Packaged Snack Box,3.94,281.23,7.23,6.44,6.04,Food & Beverages
P005128,Toy Action Figure,0.61,78.63,8.46,3.14,2.96,Toys
P005129,Cosmetic Kit,1.02,149.48,9.86,4.42,3.43,Cosmetics & Beauty
P005130,Cosmetic Kit,2.48,114.94,6.26,9.09,2.02,Cosmetics & Beauty
P005131,Home Utility Item,9.25,5351.26,32.22,12.33,13.47,Home & Living
P005132,Packaged Snack Box,1.49,471.98,11.86,4.09,9.73,Food & Beverages
P005133,Packaged Snack Box,3.19,623.49,12.19,6.73,7.6,Food & Beverages
P005134,Cosmetic Kit,1.47,376.02,9.44,7.39,5.39,Cosmetics & Beauty
P005135,Home Utility Item,7.81,6774.75,23.99,16.9,16.71,Home & Living
P005136,Packaged Snack Box,3.92,863.79,8.94,9.92,9.74,Food & Beverages
P005137,Toy Action Figure,0.59,30.81,9.87,2.42,1.29,Toys
P005138,Packaged Snack Box,1.39,663.91,11.74,8.85,6.39,Food & Beverages
P005139,Medicine Box,0.66,75.66,5.94,5.98,2.13,Pharmaceuticals
P005140,Industrial Equipment Part,4.41,48486.61,38.52,41.93,30.02,Industrial Goods
P005141,Folded Apparel,3.92,1151.1,17.28,12.96,5.14,Apparel & Fashion
P005142,Cosmetic Kit,1.54,113.15,9.52,5.58,2.13,Cosmetics & Beauty
P005143,Toy Action Figure,0.76,190.6,8.19,4.35,5.35,Toys
P005144,Home Utility Item,2.66,2463.32,11,28.6,7.83,Home & Living
P005145,Home Utility Item,12.82,1476.82,6.89,9.09,23.58,Home & Living
P005146,Packaged Snack Box,0.3,346.91,5.21,7.49,8.89,Food & Beverages
P005147,Toy Action Figure,0.71,430.68,11.91,7.32,4.94,Toys
P005148,Packaged Snack Box,2.87,216.04,9.9,10.75,2.03,Food & Beverages
P005149,Toy Action Figure,1.07,18.38,3.44,3.18,1.68,Toys
P005150,Industrial Equipment Part,53.69,11252.33,7.3,46.88,32.88,Industrial Goods
P005151,Medicine Box,0.13,128.8,7.12,5.4,3.35,Pharmaceuticals
P005152,Consumer Electronic Device,2.69,7684.42,35.79,16.18,13.27,Electronics
P005153,Home Utility Item,4.44,1567.69,16.4,6.68,14.31,Home & Living
P005154,Personal Care Product,1.98,340.83,6.51,6.99,7.49,Personal Care
P005155,Consumer Electronic Device,3.18,1687.16,4.74,26.23,13.57,Electronics
P005156,Home Utility Item,18.71,8613.55,14.17,28.26,21.51,Home & Living
P005157,Folded Apparel,1.54,760.19,15.31,12.26,4.05,Apparel & Fashion
P005158,Medicine Box,0.89,57.3,4.78,3.7,3.24,Pharmaceuticals
P005159,Medicine Box,0.74,43.65,3.95,4.17,2.65,Pharmaceuticals
P005160,Medicine Box,0.52,64.53,4.31,3.8,3.94,Pharmaceuticals
P005161,Personal Care Product,1.39,456.31,10.77,6.07,6.98,Personal Care
P005162,Industrial Equipment Part,48.75,11649.61,22.57,29.63,17.42,Industrial Goods
P005163,Packaged Snack Box,0.59,68.18,5.77,5.16,2.29,Food & Beverages
P005164,Toy Action Figure,0.91,213.26,9.27,7.35,3.13,Toys
P005165,Home Utility Item,8.69,1710.89,33.54,8.69,5.87,Home & Living
P005166,Cosmetic Kit,0.32,142.1,5.59,7.75,3.28,Cosmetics & Beauty
P005167,Toy Action Figure,1.22,42.63,5.89,4.36,1.66,Toys
P005168,Personal Care Product,0.9,110.06,5.09,4.65,4.65,Personal Care
P005169,Toy Action Figure,1.44,124.59,4.22,6.05,4.88,Toys
P005170,Medicine Box,0.43,36.24,5.52,2.45,2.68,Pharmaceuticals
P005171,Folded Apparel,3.9,232.01,15.46,6.98,2.15,Apparel & Fashion
P005172,Consumer Electronic Device,12.86,1285.5,30.21,4.32,9.85,Electronics
P005173,Cosmetic Kit,2.55,217.95,6.97,4.94,6.33,Cosmetics & Beauty
P005174,Personal Care Product,1.48,233.55,5.93,5.41,7.28,Personal Care
P005175,Medicine Box,0.34,14.28,4.5,2.3,1.38,Pharmaceuticals
P005176,Personal Care Product,0.25,193.7,4.86,4.24,9.4,Personal Care
P005177,Medicine Box,0.97,36.7,4.76,5.43,1.42,Pharmaceuticals
P005178,Toy Action Figure,0.36,203.71,8.57,5.09,4.67,Toys
P005179,Medicine Box,0.63,57.93,6.22,5.97,1.56,Pharmaceuticals
P005180,Cosmetic Kit,2.5,175.86,7.04,5.85,4.27,Cosmetics & Beauty
P005181,Industrial Equipment Part,60.96,13053.22,35,20.28,18.39,Industrial Goods
P005182,Folded Apparel,0.46,359.99,10.66,6.85,4.93,Apparel & Fashion
P005183,Consumer Electronic Device,6.66,9396.24,43.33,23.83,9.1,Electronics
P005184,Folded Apparel,0.21,661.65,16.41,7.2,5.6,Apparel & Fashion
P005185,Industrial Equipment Part,71.6,22986.43,35.47,34.18,18.96,Industrial Goods
P005186,Cosmetic Kit,1.8,582.05,9.72,8.34,7.18,Cosmetics & Beauty
P005187,Personal Care Product,1.3,133.35,4.89,4.53,6.02,Personal Care
P005188,Packaged Snack Box,1.64,512.72,7.25,8,8.84,Food & Beverages
P005189,Home Utility Item,8.53,1574.78,7.81,8.22,24.53,Home & Living
P005190,Home Utility Item,6.81,3540.16,12.37,25.97,11.02,Home & Living
P005191,Consumer Electronic Device,5.92,50.35,3.15,6.98,2.29,Electronics
P005192,Consumer Electronic Device,12.36,407.12,9.77,9,4.63,Electronics
P005193,Cosmetic Kit,2.75,151.87,7.66,4.6,4.31,Cosmetics & Beauty
P005194,Medicine Box,0.1,36.09,6.43,4.88,1.15,Pharmaceuticals
P005195,Industrial Equipment Part,79.62,9724.96,52.07,9.39,19.89,Industrial Goods
P005196,Packaged Snack Box,3.24,137.79,7.91,6.7,2.6,Food & Beverages
P005197,Consumer Electronic Device,2.85,96.5,3.02,6.77,4.72,Electronics
P005198,Packaged Snack Box,2.29,232.58,7.83,4.33,6.86,Food & Beverages
P005199,Industrial Equipment Part,16.15,28657.72,45.52,45.92,13.71,Industrial Goods
P005200,Home Utility Item,10.6,1938.42,19.33,23.54,4.26,Home & Living
P005201,Personal Care Product,1.15,651.85,11.14,6.48,9.03,Personal Care
P005202,Packaged Snack Box,2.92,669.54,10.67,9.82,6.39,Food & Beverages
P005203,Consumer Electronic Device,2.32,1223.37,37.67,10.51,3.09,Electronics
P005204,Folded Apparel,2.11,413.44,9.6,10.66,4.04,Apparel & Fashion
P005205,Packaged Snack Box,2.66,255.39,6.84,10.01,3.73,Food & Beverages
P005206,Home Utility Item,6.05,11834.37,36.64,19.95,16.19,Home & Living
P005207,Home Utility Item,3.66,678.79,16.93,6.14,6.53,Home & Living
P005208,Packaged Snack Box,3.17,304.35,8.5,11.12,3.22,Food & Beverages
P005209,Folded Apparel,2.18,610.69,12.36,13.84,3.57,Apparel & Fashion
P005210,Personal Care Product,0.38,371.28,8.62,5.72,7.53,Personal Care
P005211,Packaged Snack Box,1.77,416.85,6.47,7.08,9.1,Food & Beverages
P005212,Home Utility Item,2.91,3631.29,16.61,12.55,17.42,Home & Living
P005213,Cosmetic Kit,0.17,369.32,8.57,8.04,5.36,Cosmetics & Beauty
P005214,Cosmetic Kit,0.4,50.3,3.43,5.2,2.82,Cosmetics & Beauty
P005215,Cosmetic Kit,2.92,259.95,5.03,6.8,7.6,Cosmetics & Beauty
P005216,Folded Apparel,0.51,546.89,11.95,13.54,3.38,Apparel & Fashion
P005217,Consumer Electronic Device,20.91,83.53,3.47,5.9,4.08,Electronics
P005218,Cosmetic Kit,1.4,92.22,6.76,6.09,2.24,Cosmetics & Beauty
P005219,Folded Apparel,2.68,802.65,15.73,10.95,4.66,Apparel & Fashion
P005220,Home Utility Item,19.44,8667.37,30.08,27.84,10.35,Home & Living
P005221,Medicine Box,0.37,39.56,7.32,2.3,2.35,Pharmaceuticals
P005222,Toy Action Figure,1.34,99.95,3.18,7,4.49,Toys
P005223,Packaged Snack Box,3.07,331.67,4.19,9.39,8.43,Food & Beverages
P005224,Consumer Electronic Device,8.75,3566.89,16.33,14.93,14.63,Electronics
P005225,Personal Care Product,1.37,147.99,5.6,3.32,7.96,Personal Care
P005226,Consumer Electronic Device,23.85,7547.83,25.81,25.63,11.41,Electronics
P005227,Consumer Electronic Device,4.4,3308.55,13.32,20.41,12.17,Electronics
P005228,Cosmetic Kit,1.43,481.84,9.79,7.39,6.66,Cosmetics & Beauty
P005229,Medicine Box,0.22,41.14,7.42,4.95,1.12,Pharmaceuticals
P005230,Personal Care Product,0.25,423.12,11.13,5.28,7.2,Personal Care
P005231,Cosmetic Kit,1.78,56.82,3.5,3.56,4.56,Cosmetics & Beauty
P005232,Cosmetic Kit,0.27,130.56,5.23,5.19,4.81,Cosmetics & Beauty
P005233,Toy Action Figure,0.87,146.48,7.46,4.25,4.62,Toys
P005234,Folded Apparel,1.72,787.35,14.59,10.88,4.96,Apparel & Fashion
P005235,Medicine Box,0.17,69.26,4.89,3.66,3.87,Pharmaceuticals
P005236,Cosmetic Kit,1.78,83.09,6.83,3.08,3.95,Cosmetics & Beauty
P005237,Industrial Equipment Part,13.87,14225.04,21.09,21.8,30.94,Industrial Goods
P005238,Personal Care Product,0.46,210.47,6.03,3.98,8.77,Personal Care
P005239,Personal Care Product,0.89,112.21,8.51,4.76,2.77,Personal Care
P005240,Packaged Snack Box,0.32,1186.89,13.21,9.63,9.33,Food & Beverages
P005241,Medicine Box,0.87,18.64,4.54,2.43,1.69,Pharmaceuticals
P005242,Cosmetic Kit,2.83,179.58,5.81,5.49,5.63,Cosmetics & Beauty
P005243,Folded Apparel,3.64,369.69,8.65,7.9,5.41,Apparel & Fashion
P005244,Cosmetic Kit,2.55,178.17,4.83,5.94,6.21,Cosmetics & Beauty
P005245,Cosmetic Kit,1.94,244.22,9.18,8.78,3.03,Cosmetics & Beauty
P005246,Industrial Equipment Part,42.58,2950.39,10.33,8.78,32.53,Industrial Goods
P005247,Personal Care Product,1.4,289.24,11.5,4.54,5.54,Personal Care
P005248,Consumer Electronic Device,11.14,3488.07,47.85,5.36,13.6,Electronics
P005249,Cosmetic Kit,0.3,371.68,8.3,6.49,6.9,Cosmetics & Beauty
P005250,Cosmetic Kit,1.65,77.99,9.93,3.74,2.1,Cosmetics & Beauty
P005251,Cosmetic Kit,2.37,134.29,3.38,6.02,6.6,Cosmetics & Beauty
P005252,Toy Action Figure,1.22,57.25,5.11,7.57,1.48,Toys
P005253,Home Utility Item,13.71,8847.9,16.13,28.84,19.02,Home & Living
P005254,Consumer Electronic Device,6.47,62.2,6.18,6.29,1.6,Electronics
P005255,Toy Action Figure,0.69,46.74,4.21,3.57,3.11,Toys
P005256,Industrial Equipment Part,61,13391.22,30.06,40.87,10.9,Industrial Goods
P005257,Medicine Box,0.17,64.58,7.31,5.42,1.63,Pharmaceuticals
P005258,Folded Apparel,1.01,291.91,9.88,8.49,3.48,Apparel & Fashion
P005259,Folded Apparel,0.45,231.28,11.05,6.84,3.06,Apparel & Fashion
P005260,Toy Action Figure,0.98,32.84,5.65,4.37,1.33,Toys
P005261,Cosmetic Kit,2.26,82.39,3.85,5.35,4,Cosmetics & Beauty
P005262,Toy Action Figure,1.06,372.9,9.49,6.56,5.99,Toys
P005263,Cosmetic Kit,2.99,257.87,7.18,5.5,6.53,Cosmetics & Beauty
P005264,Packaged Snack Box,2.71,240.38,8.89,10.36,2.61,Food & Beverages
P005265,Industrial Equipment Part,38.61,50288.21,54.94,42.22,21.68,Industrial Goods
P005266,Personal Care Product,1.35,257.49,10.78,4.09,5.84,Personal Care
P005267,Cosmetic Kit,0.75,203.8,7.25,3.59,7.83,Cosmetics & Beauty
P005268,Toy Action Figure,0.61,31.81,5.5,4.86,1.19,Toys
P005269,Personal Care Product,1.64,315.73,6.07,5.51,9.44,Personal Care
P005270,Medicine Box,0.58,27.65,7.14,2.89,1.34,Pharmaceuticals
P005271,Medicine Box,0.35,74.39,7.81,4.31,2.21,Pharmaceuticals
P005272,Cosmetic Kit,1.5,258.68,7.38,8.57,4.09,Cosmetics & Beauty
P005273,Cosmetic Kit,1.95,276.6,9.35,3.74,7.91,Cosmetics & Beauty
P005274,Consumer Electronic Device,15.1,1546.33,4.55,27.21,12.49,Electronics
P005275,Medicine Box,0.95,25.36,3.41,4.25,1.75,Pharmaceuticals
P005276,Industrial Equipment Part,12.08,11486.66,22.96,24.5,20.42,Industrial Goods
P005277,Medicine Box,0.49,37.23,7.82,2.3,2.07,Pharmaceuticals
P005278,Consumer Electronic Device,16.29,864.04,5.59,27.07,5.71,Electronics
P005279,Personal Care Product,0.96,364.95,5.4,7.68,8.8,Personal Care
P005280,Medicine Box,0.56,113.47,5.34,5.87,3.62,Pharmaceuticals
P005281,Consumer Electronic Device,0.98,13741.54,48.82,24.37,11.55,Electronics
P005282,Consumer Electronic Device,19.27,356.71,34.92,2.26,4.52,Electronics
P005283,Packaged Snack Box,0.71,620.46,13.87,10.26,4.36,Food & Beverages
P005284,Personal Care Product,1.89,108.81,9.02,5.69,2.12,Personal Care
P005285,Toy Action Figure,0.67,344.11,11.57,7.91,3.76,Toys
P005286,Industrial Equipment Part,35.24,12809.25,28.6,47.85,9.36,Industrial Goods
P005287,Folded Apparel,1.18,289.02,16.24,13.69,1.3,Apparel & Fashion
P005288,Medicine Box,0.53,70.13,3.41,5.22,3.94,Pharmaceuticals
P005289,Toy Action Figure,0.17,49.58,5.08,2.94,3.32,Toys
P005290,Folded Apparel,0.71,409.32,10.24,12.04,3.32,Apparel & Fashion
P005291,Home Utility Item,9.92,10671.02,32.27,19.59,16.88,Home & Living
P005292,Toy Action Figure,1.22,73.63,9.79,5.83,1.29,Toys
P005293,Industrial Equipment Part,47.99,48611.96,59.06,41.32,19.92,Industrial Goods
P005294,Folded Apparel,0.28,308.56,12.04,10.59,2.42,Apparel & Fashion
P005295,Packaged Snack Box,2.66,309.88,13.29,9.44,2.47,Food & Beverages
P005296,Cosmetic Kit,1.14,50.91,3.95,3.59,3.59,Cosmetics & Beauty
P005297,Packaged Snack Box,3.05,259.81,9.1,5,5.71,Food & Beverages
P005298,Toy Action Figure,0.74,63.92,3.19,3.63,5.52,Toys
P005299,Consumer Electronic Device,7.54,2589.97,19.64,12.68,10.4,Electronics
P005300,Home Utility Item,3.52,1544.4,10.69,8.19,17.64,Home & Living
P005301,Packaged Snack Box,0.75,525.78,12.22,6.06,7.1,Food & Beverages
P005302,Consumer Electronic Device,18.48,19.9,4.31,2.32,1.99,Electronics
P005303,Toy Action Figure,1.04,23.85,6.24,2.77,1.38,Toys
P005304,Consumer Electronic Device,16.42,6462.45,33.4,13.87,13.95,Electronics
P005305,Cosmetic Kit,1.33,207.54,6.92,7.69,3.9,Cosmetics & Beauty
P005306,Packaged Snack Box,2.94,719.39,13.63,6.5,8.12,Food & Beverages
P005307,Folded Apparel,2.23,643.83,15.35,9.3,4.51,Apparel & Fashion
P005308,Personal Care Product,0.7,332.5,4.89,6.82,9.97,Personal Care
P005309,Home Utility Item,1.67,9573.26,24.02,23.28,17.12,Home & Living
P005310,Folded Apparel,1.38,924.56,16.52,10.64,5.26,Apparel & Fashion
P005311,Consumer Electronic Device,9.39,1289.79,40.56,5.74,5.54,Electronics
P005312,Industrial Equipment Part,74.7,3823.57,9.02,15.08,28.11,Industrial Goods
P005313,Consumer Electronic Device,20.19,69.71,26.88,2.85,0.91,Electronics
P005314,Medicine Box,0.89,73.19,6.58,4.03,2.76,Pharmaceuticals
P005315,Cosmetic Kit,2.74,325.92,5.52,8.52,6.93,Cosmetics & Beauty
P005316,Folded Apparel,1.16,506.51,15.04,9.79,3.44,Apparel & Fashion
P005317,Home Utility Item,8.83,1419.12,14.99,20.1,4.71,Home & Living
P005318,Toy Action Figure,0.82,109.26,6.91,4.32,3.66,Toys
P005319,Home Utility Item,13.6,6401.46,16.12,16.43,24.17,Home & Living
P005320,Personal Care Product,1.59,378.04,10.22,5.48,6.75,Personal Care
P005321,Folded Apparel,0.73,513.58,14.53,9.04,3.91,Apparel & Fashion
P005322,Folded Apparel,3.28,167.5,8.24,7.26,2.8,Apparel & Fashion
P005323,Cosmetic Kit,0.28,155.58,7.22,3.3,6.53,Cosmetics & Beauty
P005324,Folded Apparel,3.82,207.79,12.69,9.52,1.72,Apparel & Fashion
P005325,Packaged Snack Box,2.09,211.55,11.07,6.37,3,Food & Beverages
P005326,Cosmetic Kit,2.27,92.9,3.92,3.41,6.95,Cosmetics & Beauty
P005327,Industrial Equipment Part,13.21,13374.78,56.46,17.38,13.63,Industrial Goods
P005328,Consumer Electronic Device,21.31,564.24,35.23,8.8,1.82,Electronics
P005329,Folded Apparel,3.04,565.82,11.36,12.39,4.02,Apparel & Fashion
P005330,Personal Care Product,0.43,635.82,10.58,6.67,9.01,Personal Care
P005331,Packaged Snack Box,4.34,731.15,8.93,10.99,7.45,Food & Beverages
P005332,Medicine Box,0.19,38.36,6.65,4.12,1.4,Pharmaceuticals
P005333,Toy Action Figure,1.31,50.84,4.45,5.6,2.04,Toys
P005334,Medicine Box,0.31,71.32,4.94,3.85,3.75,Pharmaceuticals
P005335,Folded Apparel,1.48,822.37,17.78,8.23,5.62,Apparel & Fashion
P005336,Packaged Snack Box,0.58,155.93,4.81,8.42,3.85,Food & Beverages
P005337,Toy Action Figure,1.23,213.04,6.15,7.63,4.54,Toys
P005338,Toy Action Figure,0.57,189.25,7.29,5.9,4.4,Toys
P005339,Consumer Electronic Device,23.69,16604.5,40.28,28.1,14.67,Electronics
P005340,Medicine Box,0.25,27.08,5.41,3.09,1.62,Pharmaceuticals
P005341,Cosmetic Kit,2.65,251.28,9.37,4.6,5.83,Cosmetics & Beauty
P005342,Medicine Box,0.76,36.04,5.6,2.86,2.25,Pharmaceuticals
P005343,Packaged Snack Box,0.86,192.95,12.25,6.76,2.33,Food & Beverages
P005344,Medicine Box,0.9,24.53,5.21,2.66,1.77,Pharmaceuticals
P005345,Industrial Equipment Part,31.23,33468.37,26.81,44.6,27.99,Industrial Goods
P005346,Cosmetic Kit,1.48,235.49,9.12,3.48,7.42,Cosmetics & Beauty
P005347,Personal Care Product,0.22,174.01,4.63,5.8,6.48,Personal Care
P005348,Cosmetic Kit,0.25,220.7,3.21,8.67,7.93,Cosmetics & Beauty
P005349,Medicine Box,0.98,46.92,5.25,5.32,1.68,Pharmaceuticals
P005350,Cosmetic Kit,1,114.09,9.22,4.93,2.51,Cosmetics & Beauty
P005351,Consumer Electronic Device,9.45,7103.23,35.17,14.71,13.73,Electronics
P005352,Home Utility Item,9.71,2644.39,24.5,6.44,16.76,Home & Living
P005353,Toy Action Figure,0.32,66.42,8.05,5.77,1.43,Toys
P005354,Industrial Equipment Part,15.22,20633.56,37.55,39.11,14.05,Industrial Goods
P005355,Home Utility Item,16.35,2479.5,32.26,9.15,8.4,Home & Living
P005356,Personal Care Product,0.16,160.94,4.03,4.8,8.32,Personal Care
P005357,Cosmetic Kit,0.26,152.47,3.1,9.55,5.15,Cosmetics & Beauty
P005358,Folded Apparel,3.83,179.17,17.39,9.72,1.06,Apparel & Fashion
P005359,Packaged Snack Box,2.66,367.39,13.47,11.46,2.38,Food & Beverages
P005360,Medicine Box,0.36,84.75,6.25,4.06,3.34,Pharmaceuticals
P005361,Toy Action Figure,0.57,66.87,8.29,5.45,1.48,Toys
P005362,Medicine Box,0.33,25.99,3.88,2.99,2.24,Pharmaceuticals
P005363,Consumer Electronic Device,2.79,5511.5,23.93,16.05,14.35,Electronics
P005364,Consumer Electronic Device,16.35,1622.72,4.85,24.21,13.82,Electronics
P005365,Toy Action Figure,0.3,309.84,9.14,6.13,5.53,Toys
P005366,Home Utility Item,17.46,1615.39,14.87,10.64,10.21,Home & Living
P005367,Packaged Snack Box,3.81,872.81,8.26,11.03,9.58,Food & Beverages
P005368,Medicine Box,0.69,24.34,4.28,2.13,2.67,Pharmaceuticals
P005369,Industrial Equipment Part,67.04,58572.09,45.73,44.06,29.07,Industrial Goods
P005370,Industrial Equipment Part,60.36,2762.85,22.99,17.91,6.71,Industrial Goods
